Country,Most recent data as of 2019,Most recent data as of 2019_Footnote
Armenia,9.3,"Source: Integrated Biological and Behavioral Surveillance Survey"
Cameroon,4.7,"Source: IBBS 2016"
Central African Republic,84.8,"Source: Behavioral surveillance survey, 2019"
Congo,17.2,"Source: Behavioral surveillance, 2018"
Cuba,2.4,"Source: Encuesta de indicadores de prevención del sida 2017"
Côte d'Ivoire,6.3,
Gambia,0.3,"Source: Integrated Biological Behavioural Surveillance Survey of Vulnerable Groups"
Guinea,1.5,"Source: ESCOMB 2017"
Lao People's Democratic Republic,2.3,"Source: IBBS"
Mongolia,39.7,"Source: Unpublished preliminary result of HIV AND SYPHILIS SURVEILLANCE SURVEY REPORT, 2019"
Morocco,23.4,"Source: Étude bio-comportementale intégrée RDS (Échantillonnage conduit par les répondants), 2019"
Paraguay,5,"Source: ESTUDIOS DE INVESTIGACION EN POBLACIONES VULNERABLES"
Serbia,10.6,"Source: Seroprevalent and behavioral survey"
South Sudan,12.1,"Source: IBBS, 2019"
Sri Lanka,6.8,"Source: Behavioral surveillance, 2018"
Thailand,10.5,"Source: IBBS 2017 non-venue FSW"
Venezuela (Bolivarian Republic of),7.5,"Source: Prevalencia de Infección VIH, Sífilis y Comportamientos sexuales de riesgo de población de Trabajadoras Sexuales en cuatro estados de la República Bolivariana de Venezuela"
Zimbabwe,39.3,
