Country,Most recent data as of 2019,Most recent data as of 2019_Footnote
Afghanistan,6.3,"Source: DHS 2015"
Albania,20.1,"Source: 2017-18 DHS"
Angola,31.6,"Source: DHS 2015"
Antigua and Barbuda,84.44,"Source: Population Survey 2016"
Armenia,12.5,"Source: DHS 2016"
Azerbaijan,5.3,"Source: 2006 DHS"
Bahamas,5.8,"Source: Other BSS 2014"
Bangladesh,14.4,"Source: DHS 2011"
Barbados,44.8,"Source: KABP 2014"
Belarus,50.9,"Source: MICS 2012"
Belize,45,"Source: MICS 2016"
Benin,18.6,"Source: 2017-18 DHS"
Bolivia (Plurinational State of),27.75,"Source: 2008 DHIS"
Bosnia and Herzegovina,47.4,"Source: MICS 2012"
Botswana,47.1,"Source: Population Based Survey - AIDS Indicator Survey (AIS) 2016"
Bulgaria,17.6,"Source: 2016 Other General Population Based Survey"
Burkina Faso,35.8,"Source: DHS 2010"
Burundi,54.9,"Source: 2016-17 DHS"
Cambodia,45.9,"Source: DHS 2014"
Cameroon,35.8,"Source: DHS 2018"
Central African Republic,25,"Source: MICS 2010"
Chad,15.4,"Source: DHS 2014"
Colombia,28.52,"Source: 2015 DHS"
Comoros,23.9,"Source: DHS 2012"
Congo,45.3,"Source: MICS 2015"
Cuba,58.6,"Source: MICS 2014"
Côte d'Ivoire,33,"Source: MICS 2015"
Democratic Republic of the Congo,24.9,"Source: DHS 2014"
Djibouti,13,"Source: 2011 BSS"
Dominica,47.8,"Source: Survey 2010"
Dominican Republic,41,"Source: DHS 2013"
Egypt,6.6,"Source: Survey 2015"
El Salvador,33.9,"Source: 2014 DHS"
Equatorial Guinea,17.6,"Source: DHS 2011"
Eritrea,33.8,"Source: Survey 2010"
Eswatini,50.9,"Source: MICS 2014"
Ethiopia,39.1,"Source: DHS 2016"
Gabon,36.1,"Source: DHS 2012"
Gambia,32.3,"Source: DHS 2013"
Ghana,27.2,"Source: DHS 2014"
Grenada,59.8,"Source: Survey 2010"
Guatemala,21.9,"Source: DHS 2015"
Guinea,24.5,"Source: DHS 2018"
Guinea-Bissau,21.7,"Source: MICS 2014"
Guyana,40,"Source: MICS 2014"
Haiti,36.2,"Source: DHS 2017"
Honduras,34.7,"Source: DHS 2011"
India,31.5,"Source: NFHS 2016"
Indonesia,10.3,"Source: DHS 2012"
Iran (Islamic Republic of),20.63,"Source: 2012 BSS"
Jamaica,35.6,"Source: Survey 2012"
Jordan,8.1,"Source: 2017-18 DHS"
Kazakhstan,34.1,"Source: MICS 2011"
Kenya,63.7,"Source: DHS 2014"
Kyrgyzstan,24,"Source: DHS 2012"
Lao People's Democratic Republic,27.6,"Source: MICS 2012"
Lesotho,30.9,"Source: DHS 2014"
Liberia,28.5,"Source: DHS 2013"
Lithuania,71.6,"Source: 2014 BSS"
Madagascar,25.5,"Source: 2015 BSS"
Malawi,44.3,"Source: DHS 2016"
Malaysia,41.8,"Source: 2015 BSS"
Maldives,26.4,"Source: 2016-17 DHS"
Mali,16.2,"Source: DHS 2018"
Mauritania,8.9,"Source: MICS 2015"
Mauritius,30,"Source: 2014 BSS"
Mongolia,20.7,"Source: MICS 2014"
Montenegro,36.9,"Source: MICS 2013"
Morocco,24.66,"Source: Other Behavioural Surveillance Survey (2013)"
Mozambique,30.2,"Source: AIS 2015"
Myanmar,17.8,"Source: DHS 2016"
Namibia,51.1,"Source: DHS 2013"
Nepal,27.1,"Source: DHS 2016"
Niger,25.5,"Source: 2016 BSS"
Nigeria,33.7,"Source: DHS 2018"
Pakistan,5.9,"Source: 2017-18 DHS"
Papua New Guinea,26.2,"Source: DHS 2017"
Peru,0,"Source: 2016 DHS"
Philippines,17.6,"Source: 2003 DHS"
Qatar,25.2,"Source: MICS 2012"
Republic of Moldova,28.1,"Source: MICS 2012"
Rwanda,64.3,"Source: DHS 2015"
Saint Kitts and Nevis,50,"Source: Survey 2010"
Sao Tome and Principe,43.2,"Source: MICS 2014"
Senegal,33.1,"Source: 2017 DHS"
Serbia,47.6,"Source: MICS 2010"
Sierra Leone,30,"Source: DHS 2013"
South Africa,45.6,"Source: Other General Population Based Survey 2016"
Sudan,11.1,"Source: Survey 2010"
Tajikistan,12.8,"Source: Survey 2010"
Thailand,45.1,"Source: MICS 2016"
Timor-Leste,14.6,"Source: DHS 2016"
Togo,31.6,"Source: DHS 2014"
Tonga,14,"Source: DHS 2012"
Uganda,44.8,"Source: DHS 2016"
Ukraine,25,"Source: 2014 Population Based Survey - Multiple Indicator Cluster Survey (MICS)"
United Republic of Tanzania,46.7,"Source: AIS 2012"
Viet Nam,50.36,"Source: 2005 DHIS"
Zambia,40.6,"Source: DHS 2018"
Zimbabwe,46.6,"Source: DHS 2015"
