Country,Most recent data as of 2019,Most recent data as of 2019_Footnote
Angola,42,"Source: Relatório do Estudo Place do Linkage 2016/2017"
Bolivia (Plurinational State of),32,"Source: Centros Departamentales/Regionales de Información Vigilancia y Referencia (CDVIR/CRVIR)"
Cambodia,82.8,"Source: KHANA EW Cascade 2017 (KP Cascade reporting system)"
Central African Republic,61.4,"Source: Behavioral surveillance survey, 2019"
Chile,93.3,"Source: Reporte anual de los establecimientos de control de salud sexual de trabajadoras y trabajadores sexuales"
Colombia,67.1,"Source: Cuenta de alto costo-Prestación de servicios"
Cuba,84.8,"Source: Registro Informatizado VIH/sida"
Dominican Republic,63.6,"Source: Datos programaticos del Sistema de Registro Nacional de Atención Integral (SIRNAI), Modulo FAPP"
Gambia,56.4,"Source: Programme data"
Ghana,99,"Source: Programmatic reports."
Guatemala,7.7,"Source: Datos programáticos de Unidades de Atención Integral del país / Estimación de personas con VIH de Spectrum"
Malawi,80.8,
Myanmar,59.1,"Source: BBS, 2019"
Rwanda,36.3,
Senegal,28.3,"Source: Behavioral surveillance survey, 2019"
South Sudan,75.3,"Source: Partner ART data. 2017"
Tajikistan,74.4,"Source: Программные данные. Национальная система электронного слежения за случаями ВИЧ-инфекции."
Thailand,9.3,"Source: Integrated Biological Behavior Surveillance (IBBS)"
Togo,32.7,"Source: Programme data, SSG and PSE studies"
Viet Nam,21.3,"Source: HSS+2018"
Zimbabwe,78.2,"Source: Special study"
