Country,Most recent data as of 2019,Most recent data as of 2019_Footnote
Afghanistan,51.5,
Albania,86.7,"Source: Behavioral Surveillance Survey"
Algeria,65.3,"Source: Etude sur les Connaissances, Attitudes et Pratiques en matière de Santé Reproductive, Planning Familiale et IST/VIH/Sida, auprès des jeunes de 15 à 24 ans et des populations clés en Algérie, 2017"
Angola,71.7,"Source: Relatório do Estudo Place do Linkage 2016/2017 em 5 Províncias de Angola"
Antigua and Barbuda,99.4,
Armenia,99.1,"Source: Integrated Biological and Behavioral Surveillance Survey"
Azerbaijan,53.5,"Source: Behavioral surveillance"
Bangladesh,73.7,"Source: Mapping Study and Size Estimation of Key Populations in Bangladesh for HIV Programs, 2015 (unpublished)"
Belarus,85,"Source: Behavioural Surveillance Survey 2017"
Belize,56.5,
Benin,92.3,"Source: Enquête de Surveillance de Deuxième Génération (comportementale et biologique) 2015"
Bhutan,37.5,
Bolivia (Plurinational State of),95.7,
Bosnia and Herzegovina,80.4,"Source: Behavioural Surveillance Survey"
Botswana,75.7,"Source: Behavioral surveillance, 2018"
Bulgaria,91.9,
Burkina Faso,92.9,"Source: Cartographie programmatique , estimation de la taille et enquête bio comportementale parmi les populations clés ( PS, HSH, UD) au Burkina Faso par le SP/CNLS IST"
Burundi,52.5,"Source: Etude PLACE"
Cabo Verde,73.8,
Cambodia,88.8,
Central African Republic,79.6,"Source: Behavioral surveillance survey, 2019"
Chad,38,"Source: Enquête de séroprévalence et cartographie chez les PS dans 15 villes au Tchad en 2009"
Chile,97,"Source: Estudio de prevalencia de VIH en trabajadoras sexuales "
China,93.4,"Source: Sentinel surveillance"
Colombia,98.3,
Comoros,26,"Source: Behavioral surveillance, 2018"
Congo,86.3,"Source: Behavioral surveillance, 2018"
Costa Rica,74,"Source: Behavioral surveillance, 2018"
Cuba,74.1,"Source: Encuesta de indicadores de prevencion 2017"
Côte d'Ivoire,93.8,"Source: "
Democratic Republic of the Congo,73.9,"Source: ENQUÊTE DE SURVEILLANCE COMPORTEMENTALE ET DE SÉROPRÉVALENCE AUPRÈS DES POPULATIONS À RISQUE DE L'INFECTION À VIH DANS 14 PROVINCES, 2018-2019"
Djibouti,66.4,"Source: Enquête intégrée bio-comportementale sur le VIH-SIDA chez les professionnelles de sexe et les conducteurs de camion sur longue distance, DJIBOUTI, 2014"
Dominica,42.3,"Source: PROGRAMME DATA AND  COUNSELLING AND TESTING SERVICES"
Dominican Republic,85.1,
Ecuador,96.2,"Source: Estudio MAPLE, 2015.  Encuesta de comportamiento. Metología PLACE.  Mujeres trabajadoras sexuales."
Egypt,33.3,"Source: Al-Shehab Organization. Network of Associations for Harm Reduction NAHR"
El Salvador,91.4,"Source: Clínicas de Vigilancia Centinela de Infecciones de Transmisión Sexual (VICITS)."
Eritrea,94.5,
Estonia,96.7,
Ethiopia,98.4,"Source: MARPS – 2013 Survey"
Fiji,89.7,"Source: Integrated Biological Behavioural Surveillance Survey and Size Estimation of Sex Workers in Fiji"
Gabon,55.6,"Source: Etude cartographique chez les Travailleuses du sexe dans 5 régions sur 9"
Gambia,84.4,"Source: Programme data"
Georgia,93.4,"Source: Behavioural Surveillance Survey 2017"
Germany,93,"Source: KABP-Surv STI"
Ghana,92,
Guatemala,97.7,
Guinea,93.5,"Source: ESCOMB 2017"
Guinea-Bissau,22.5,"Source: “Estudo Biológico e Sócio Comportamental e estimativa do tamanho nas populações mais expostas ao risco de infeção pelo VIH na República da Guiné-Bissau”"
Guyana,80.7,"Source: Bio-behavioural Surveillance survey"
Haiti,89.9,
Honduras,75.9,"Source: Base de datos VICITS WEB"
India,90.8,"Source: National Integrated Bio-Behavioral Surveillance 2014-15"
Indonesia,59.9,
Iran (Islamic Republic of),59.1,"Source: Behavioural Surveillance Survey"
Jamaica,95,"Source: The 4th (2017) Generation Surveillance of Commercial Sex Workers, Female Patrons and Workers of Sites, where Persons Meet Sex Partners or Participate in Sexual Activity in Jamaica"
Kazakhstan,93.5,"Source: Behavioral Surveillance Survey"
Kenya,92,"Source: Polling Booth Survey 2017"
Kiribati,55.4,"Source: HIV Program register"
Kyrgyzstan,97.2,
Lao People's Democratic Republic,91.8,"Source: Behavioural Surveillance Survey 2017"
Latvia,85.5,"Source: EC project BORDERNETWORK"
Lebanon,79.2,"Source: Behavioral surveillance, 2018"
Lesotho,64.9,"Source: IBBS"
Liberia,83.4,"Source: Liberia IBBSS 2017"
Madagascar,62.8,"Source: Etude de surveillance biologique et comportementale chez les professionnelles de sexe, Année 2016"
Malawi,65,"Source: PLACE study"
Malaysia,83.5,"Source: Behavioural Surveillance Survey 2017"
Mali,98,"Source: Rapport de l'étude bio comportementale(IBBS) VIH, IST et TB chez les Femmes travailleuses de sexe et les routiers au Mali"
Mauritius,67.2,"Source: Integrated Biological Behavoural sueveillance only Female Sex workers"
Mexico,84.4,
Mongolia,89.4,"Source: Unpublished preliminary result of HIV AND SYPHILIS SURVEILLANCE SURVEY REPORT, 2019"
Montenegro,82.8,"Source: Biological-behavioural survey"
Morocco,52.3,"Source: Étude bio-comportementales intégrée aprés des professionnelles du sexe, 2016"
Myanmar,89.9,"Source: BSS, 2019"
Nepal,84.8,"Source: Integrated Biological and Behavioural Surveillance (IBBS) Survey"
Netherlands,88,
Nicaragua,92.1,
Niger,92.7,"Source: Enquête de surveillance de seconde génération chez les populations clés"
Nigeria,98.1,"Source: Behavioural Surveillance Survey"
Pakistan,49.7,"Source: IBBS Round V"
Panama,97.7,"Source: Cinco de las Seis Clínicas Amigables (CLAM) donde se llevan a cabo la Vigilancia Centinela de las ITS (VICITS)"
Papua New Guinea,80.4,
Paraguay,96,"Source: ESTUDIOS DE INVESTIGACION EN POBLACIONES VULNERABLES"
Peru,95.3,"Source: Sobre la informacion de TS Mujeres: Es posible que una buena parte de las TS Mujeres en la encuesta ad hoc correspondan a las que asisten a AMP. Corresponde a un muestreo por conveniencia en lugares de intervención. Sobre la informacion de TS Hombres: Se ha utilizado  como dato general un intervalo entre 40 %  y  50%, que abarca todas las modalidades del estudio de Bayer et al pero muestra más didácticamente el dato que corresponde al indicador. Fuente: Just getting by: a cross-sectional study of male sex workers as a key population for HIV/STIs among men who have sex with men in Peru.  Bayer AM, Garvich M, Díaz DA, et al. Sex Transm Infect Published Online First. doi: 10.1136/sextrans-2013- 051265, 2014. Sobre la información de TRANS: Se ha usado la fuente de Vigilancia Centinela 2011. Solo incluye la ciudad de Lima. La Variable es: "
Philippines,85.3,"Source: 2018 Integrated Behavioral and Serologic Surveillance (IHBSS)"
Portugal,96.7,
Republic of Korea,94.1,
Republic of Moldova,88.2,"Source: Behavioural Surveillance Survey 2017"
Romania,89,"Source: Romanian Angel Appeal Foundation.  2010. PREVALENCE OF HIV, HVB AND HVC AND RISK BEHAVIORS AMONG FEMALE SEX WORKERS IN BUCHAREST."
Rwanda,84.3,
Saint Vincent and the Grenadines,71.6,
Samoa,50,"Source: Outreach Registers from all NGO's and the Ministry of Health's HIV/STI outreach programmes"
Sao Tome and Principe,43.8,"Source: IBBS survey"
Senegal,91.8,"Source: Behavioural Surveillance Survey"
Serbia,96.4,"Source: Research among most at risk population and among people living with HIV. Institute of Public Health of Serbia "
Seychelles,16,"Source: Behavioural Surveillance Survey"
Sierra Leone,14.9,
Somalia,41.5,"Source: IBBS, Hargeisa Bosasso and Mogadishu, using RDS"
South Sudan,60.1,"Source: Behavioral surveillance, 2018"
Sri Lanka,83.6,"Source: Behavioral surveillance, 2018"
Sudan,34.9,"Source: Integrated Bio-Behavioural Surveillance Survey (IBBS)"
Suriname,98,"Source: Behavioral surveillance among FSW, 2018 and behavioral surveillance among MSM and TG (including MSW and TG SW)"
Tajikistan,76.6,"Source: Behavioral surveillance, 2018"
Thailand,80.6,"Source: Integrated Biological Behavior Surveillance (IBBS) 2018 among venue sex worker and Integrated Biological Behavior Surveillance (IBBS) 2018 among venue MSM(including MSW)."
The former Yugoslav Republic of Macedonia,95.3,"Source: Report from the biobehavioral survey and assessment of population size of sex workers in Macedonia, 2018"
Timor-Leste,36.1,
Togo,86.4,"Source: Behavioural Surveillance Survey 2017"
Tunisia,58.3,"Source: Behavioural Surveillance Survey 2017"
Uganda,69.4,
Ukraine,93,"Source: Integrated Behavioral Surveillance Survey «Behaviour monitoring and HIV prevalence among commercial sex workers as a component of second generation surveillance"
United Republic of Tanzania,70,
Uzbekistan,51.7,"Source: Behavioural Surveillance Survey"
Vanuatu,7.6,"Source: Vanuatu Integrated Bio‐Behavioural Survey and Population Size Estimation with Female Sex Workers in Port Vila, Vanuatu, 2011"
Venezuela (Bolivarian Republic of),86.7,"Source: Prevalencia de Infección VIH, Sífilis y Comportamientos sexuales de riesgo de población de Trabajadoras Sexuales en cuatro estados de la República Bolivariana de Venezuela"
Viet Nam,85.4,"Source: HSS+ 2018"
Yemen,34.9,
Zambia,78.5,"Source: Integrated Biological and Behavioural Surveillance Survey among Female Sex Workers in Zambia, 2015"
Zimbabwe,74.9,"Source: Special study"
