Country,Most recent data as of 2019,Most recent data as of 2019_Footnote
Afghanistan,0.01,"Source: National program data"
Belarus,2.9,"Source: Результаты поведенческого и биомедицинского исследования среди ПИН, МСМ, ЖСБ в Республике Беларусь за 2017 год"
Bulgaria,0,
Estonia,3.5,"Source: Vorobjov S, Salekešin M. HIV levimuse ja riskikäitumise uuring Narva narkootikume süstivate inimeste seas 2018. Tallinn: Tervise Arengu Instituut; 2019"
Germany,0.2,"Source: 1) a longitudinal cohort study of MSM HIV seroconverters who were tested for HBV and HCV prevalence and incidence after being diagnosed with HIV and included in the cohort (data collected between 1996 and 2012); 2) self-reported data on HCV diagnosis in the recent 12 months among MSM with self-reported HIV infection (data collection between 11/2013 and 01/2014); 3) data on simultaneous diagnosis of HIV and HCV among MSM testing in Community-based voluntary counselling and testing centers in 2015 and 2016; 4) A multicenter biobehavioural survey among active IDU conducted between 2011 and 2014 in eight larger German cities. Dried blood spots were tested for HIV, HBV and HCV seromarkers."
Guatemala,0,"Source: Ministerio de Salud Publica y Asistencia Social (MSPAS), IGSS, Cruz Roja, PASMO, Sanidad Militar, e INCAP."
Madagascar,1.7,"Source: Résultat final de l'ESBC auprès des CDI en 2016"
Myanmar,3.5,"Source: Integrated Biological and Behavioural Survey (IBBS) among People who inject drugs (PWID)"
Nepal,0.5,"Source: Integrated Biological and Behavioural Surveillance (IBBS) Survey"
Philippines,2.5,"Source: IHBSS"
Republic of Moldova,4.9,
Sri Lanka,0,"Source: Behavioral surveillance, 2018"
The former Yugoslav Republic of Macedonia,0,"Source: IBBS"
