Country,Most recent data as of 2019,Most recent data as of 2019_Footnote
Bangladesh,33.3,"Source: HIV surveillance 2015"
Bolivia (Plurinational State of),55.3,"Source: Estudio de vigilancia de segunda generacion"
Brazil,59.3,
Cambodia,89.3,"Source: KHANA and RHAC"
Dominican Republic,37.1,"Source: Tercera Encuesta de Comportamiento con Vinculación Serológica en Poblaciones Clave, 2017"
Guatemala,16,"Source: Bd fondo mundial"
Honduras,83,"Source: HONDURAS (2017): ESTUDIO TRaC DE MONITOREO DE COMPORTAMIENTOS SEXUALES SALUDABLES ENTRE HOMBRES QUE TIENEN SEXO CON HOMBRES EN LAS CIUDADES DE TEGUCIGALPA, SAN PEDRO SULA Y LA CEIBA"
Malaysia,57.9,"Source: Behavioral surveillance"
Nepal,29.8,"Source: Routine Program Report and Burrows, D., McCallum, L., Parsons, D. & Falkenberry, H. (April, 2019). Global Summary of Findings of an Assessment of HIV Service Packages for Key Populations in Six Regions. APMG Health, Washington, DC"
Nicaragua,87.4,"Source: Behavioral surveillance"
Pakistan,1.1,"Source: Behavioral surveillance"
Panama,97,"Source: Cinco de las Seis Clínicas Amigables (CLAM) donde se llevan a cabo la Vigilancia Centinela de las ITS (VICITS)"
Philippines,37.6,"Source: 2018 Integrated HIV Behavioral and Serologic Surveillance (IHBSS)"
Samoa,100,"Source: Outreach Registers from all NGO's and the Ministry of Health's HIV/STI outreach programmes"
Sri Lanka,38.5,"Source: Behavioral surveillance, 2018"
Thailand,50,"Source: Integrated Biological Behavior Surveillance (IBBS) 2018 (include TG and MSW)"
