Country,Most recent data as of 2019,Most recent data as of 2019_Footnote
Albania,18.1,"Source: 2017-18 DHS"
Angola,32.1,"Source: MICS 2016"
Armenia,54.1,"Source: 2015-16 DHS"
Barbados,19.7,
Benin,22.9,"Source: 2017-18 DHS"
Bolivia (Plurinational State of),20.1,"Source: 2003 DHS"
Burkina Faso,59,"Source: 2010 DHS"
Burundi,29.4,"Source: 2016-17 DHS"
Cambodia,41.5,"Source: 2014 DHS"
Cameroon,43.4,"Source:2018 DHS"
Chad,31.6,"Source: 2014-15 DHS"
Chile,26.1,"Source: MICS 2015-2016"
Colombia,42.4,"Source: 2015 DHS"
Comoros,28.4,"Source: 2012 DHS"
Congo,38.3,"Source: 2011-12 DHS"
Cuba,75.5,
Côte d'Ivoire,30.4,"Source: MICS 2016"
Democratic Republic of the Congo,22.6,"Source: 2013-14 DHS"
Dominican Republic,44.7,"Source: 2013 DHS"
Eswatini,53.9,"Source: 2006-07 DHS"
Ethiopia,21.3,"Source: DHS 2016"
Gabon,54.5,"Source: 2012 DHS"
Gambia,32.3,"Source: 2013 DHS"
Ghana,17.1,"Source: 2014 DHS"
Guatemala,19.9,"Source: Nationally Representative Survey 2014-2015"
Guinea,28.6,"Source:2018 DHS"
Guyana,52.3,"Source: 2009 DHS"
Haiti,49.7,"Source: 2016-17 DHS"
Honduras,28.9,"Source: 2011-12 DHS"
India,36.6,"Source: 2015-16 DHS"
Kenya,40,"Source: DHS 2014"
Kyrgyzstan,28.4,"Source: 2012 DHS"
Lesotho,76,"Source: 2014 DHS"
Liberia,20.3,"Source: 2013 DHS"
Madagascar,5,"Source: 2008-09 DHS"
Malawi,49.9,"Source: 2015-16 DHS"
Mali,15.3,"Source:2018 DHS"
Mozambique,42,"Source: 2015 AIS"
Namibia,65.5,"Source: 2013 DHS"
Nicaragua,13.9,"Source: 2001 DHS"
Niger,35.1,"Source: 2012 DHS"
Nigeria,35.7,"Source:2018 DHS"
Papua New Guinea,18,"Source:2018 DHS"
Peru,26.8,"Source: 2012 DHS"
Philippines,10.3,"Source: 2017 DHS"
Republic of Moldova,33.8,"Source: 2005 DHS"
Rwanda,47.5,"Source: 2014-15 DHS"
Sao Tome and Principe,48.1,"Source: 2008-09 DHS"
Senegal,41.8,"Source: 2017 DHS"
Sierra Leone,6.8,"Source: 2013 DHS"
South Africa,61.4,"Source: 2016 DHS"
Tajikistan,42.6,"Source: 2017 DHS"
Thailand,76.8,"Source: 2017 BSS"
Timor-Leste,20.6,"Source: 2016 DHS"
Togo,42.9,"Source: 2013-14 DHS"
Turkmenistan,6.6,"Source: 2000 DHS"
Uganda,38.3,"Source: 2016 DHS"
Ukraine,51.6,"Source: 2007 DHS"
United Republic of Tanzania,30.3,"Source: Tanzania HIV Impact Survey 2016-2017"
Zambia,34.5,"Source:2018 DHS"
Zimbabwe,66.7,"Source: 2015 DHS"
