Country,Most recent data as of 2019,Most recent data as of 2019_Footnote
Algeria,17.2,"Source: Etude sur les Connaissances, Attitudes et Pratiques en matière de Santé Reproductive, Planning Familial et IST/VIH/Sida, auprès des jeunes de 15 à 24 ans et des populations clés en Algérie, 2017"
Bangladesh,5.2,"Source: HIV surveillance, 2015"
Brazil,28.4,
Cambodia,20.6,"Source: KHANA and RHAC"
Colombia,39.3,
Dominica,8.4,"Source: POPULATION SIZE ESTIMATE"
Dominican Republic,31.3,"Source: Tercera Encuesta de Vigilancia de Comportamiento con Vinculación Serológica en Poblaciones Clave, 2017"
Grenada,100,
Guinea,16.8,"Source: ESCOMB 2017"
Ireland,27.8,"Source: MISI MSM Internet Survey 2015"
Kyrgyzstan,38.2,
Lao People's Democratic Republic,7.3,"Source: Behavioural Surveillance Survey, 2017"
Malaysia,37.4,"Source: Respondent Driven Sampling among MSM in 4 states, 2017"
Mongolia,28.1,"Source: Preliminary result of HIV/STI Surveillance Survey Report, 2019"
Myanmar,31.4,"Source: BBS and program data, 2019"
Nicaragua,72.9,"Source: Behavioural Surveillance Survey, 2016"
Niger,62.6,"Source: Enquête de surveillance de seconde génération chez les populations clés and programme data, 2019"
Pakistan,1.1,"Source: IBBS Round V, 2016"
Panama,93.9,"Source: Cinco de las Seis Clínicas Amigables (CLAM) donde se llevan a cabo las Vigilancia Centinela de las ITS (VICITS)"
Philippines,18.3,"Source: 2018 Integrated HIV Behavioral and Serologic Surveillance (IHBSS)"
Republic of Moldova,68.3,
Samoa,100,"Source: Outreach Registers from all NGO's and the Ministry of Health's HIV/STI outreach programmes"
Sao Tome and Principe,93.1,"Source: IBBS and program data"
Senegal,8.7,"Source: Behavioral surveillance, 2018"
Thailand,61.2,"Source: Integrated Biological Behavior Surveillance (IBBS) 2018 amomg MSM"
The former Yugoslav Republic of Macedonia,54.5,
Viet Nam,21.2,"Source: HSS+ 2018"
Zimbabwe,26.2,"Source: BBS, 2019"
