Country,Most recent data as of 2019,Most recent data as of 2019_Footnote
Afghanistan,52.9,
Algeria,59,"Source: Etude sur les Connaissances, Attitudes et Pratiques en matière de Santé Reproductive, Planning Familiale et IST/VIH/Sida, auprès des jeunes de 15 à 24 ans et des populations clés en Algérie, 2017"
Angola,77.8,"Source: Behavioural Surveillance Survey"
Armenia,100,"Source: Integrated Biological and Behavioral Surveillance Survey"
Azerbaijan,21.2,"Source: Behavioral surveillance"
Bangladesh,64.2,"Source: Mapping Study and Size Estimation of Key Populations in Bangladesh for HIV Programs, 2015 (unpublished)"
Belarus,87.8,"Source: Behavioural Surveillance Survey 2017"
Belize,86.5,
Benin,74.3,"Source: Behavioural Surveillance Survey 2017"
Bolivia (Plurinational State of),88.5,
Bulgaria,89.2,
Burkina Faso,87.8,"Source: Behavioural Surveillance Survey"
Burundi,91.2,
Cabo Verde,71.6,
Central African Republic,88.6,"Source: Rapport d'offre de tests de dépistage de l'Unité de Dépistage Anonyme du Centre National de Référence des IST et de la Thérapie Antirétrovirale"
Chad,43.1,"Source: Enquête de séroprévalence et cartographie chez les PS dans 15 villes au Tchad en 2009"
Chile,95.5,"Source: Estudio de prevalencia de VIH en trabajadoras sexuales "
China,94,"Source: Sentinel surveillance"
Colombia,97.8,"Source: Estudio de comportamiento sexual en mujeres trabajadoras sexuales"
Comoros,59.2,
Congo,86.4,"Source: Behavioral surveillance, 2018"
Cuba,80.5,"Source: Encuesta de indicadores de prevencion 2017"
Côte d'Ivoire,32.6,"Source: Enquete biologique et comportementale du vih et des ist chez les travailleuses du sexe de la ville de katiola en cote d'ivoire (2019)"
Democratic Republic of the Congo,69.1,"Source: ENQUÊTE DE SURVEILLANCE COMPORTEMENTALE ET DE SÉROPRÉVALENCE AUPRÈS DES POPULATIONS À RISQUE DE L'INFECTION À VIH DANS 14 PROVINCES, 2018-2019"
Djibouti,65.5,"Source: Enquête intégrée bio-comportementale sur le VIH-SIDA chez les professionnelles de sexe et les conducteurs de camion sur longue distance, DJIBOUTI, 2014"
Dominican Republic,85.9,
Egypt,23.4,"Source: Al-Shehab Organization. Network of Associations for Harm Reduction NAHR"
El Salvador,91.9,"Source: Clínicas de Vigilancia Centinela de Infecciones de Transmisión Sexual (VICITS)."
Eritrea,67.6,
Estonia,84.6,
Fiji,90.7,"Source: Integrated Biological Behavioural Surveillance Survey and Size Estimation of Sex Workers in Fiji"
Gabon,63.3,"Source: Etude cartographique chez les Travailleuses du sexe dans 5 régions sur 9"
Georgia,66.7,"Source: Behavioural Surveillance Survey 2017"
Germany,93.8,"Source: KABP-Surv STI"
Guinea,93.5,"Source: ESCOMB 2017"
Guinea-Bissau,90.6,
Guyana,75.6,"Source: Bio-behavioural Surveillance survey"
Haiti,90.9,
Honduras,76.9,"Source: Base de datos VICITS WEB"
India,91.4,"Source: National Integrated Bio-Behavioral Surveillance 2014-15"
Indonesia,62.8,"Source: Integrated Biological and Behavioral survey 2015"
Iran (Islamic Republic of),56.2,"Soure: Behavioural Surveillance Survey"
Jamaica,91,"Source: The 4th (2017) Generation Surveillance of Commercial Sex Workers, Female Patrons and Workers of Sites, where Persons Meet Sex Partners or Participate in Sexual Activity in Jamaica"
Japan,36.7,
Kazakhstan,96,"Source: Behavioral Surveillance Survey"
Kiribati,54,"Source: HIV Program register"
Kyrgyzstan,98.2,
Lao People's Democratic Republic,91.3,"Source: Behavioural Surveillance Survey 2017"
Latvia,80,"Source: EC project BORDERNETWORK"
Madagascar,55.4,"Source: Etude de surveillance biologique et comportementale chez les professionnelles de sexe, Année 2016"
Malaysia,77.7,"Source: Behavioural Surveillance Survey 2017"
Mauritius,65.8,"Source: Integrated Biological Behavoural sueveillance only Female Sex workers"
Mexico,85.3,"Source: Fuentes: 1. Bautista-Arredondo S., Colchero M.A., Cortés M.A., Sosa-Rubí S.G., Romero M. Encuesta de seguimiento y análisis para la evaluación de impacto de las estrategias de prevención de VIH/SIDA. Reporte a FUNSALUD, Marzo 2014.; 2. Juan Pablo Gutiérrez, Aurora Franco Nuñez, Diana Nicte-Há Sansores Martínez, Andrey Ryo Shiba Matsumoto.. Informe técnico analítico sobre  la prevalencia de vih; así como factores de riesgo y vulnerabilidad,  personas que se dedican al trabajo sexual; y en personas transexuales y personas transgénero. INSP. México, 2012."
Mongolia,87.7,"Source: Unpublished preliminary result of HIV AND SYPHILIS SURVEILLANCE SURVEY REPORT, 2019"
Montenegro,86.5,"Source: Biological-behavioural survey"
Morocco,57.8,"Source: Étude bio-comportementale intégrée RDS (Échantillonnage conduit par les répondants), 2019"
Myanmar,90.5,"Source: BSS, 2019"
Nicaragua,90.7,
Niger,95,"Source: Enquête de surveillance de seconde génération chez les populations clés"
Nigeria,86.6,
Pakistan,58.8,"Source: IBBS Round V"
Panama,90.2,"Source: Cinco de las Seis Clínicas Amigables (CLAM) donde se llevan a cabo la Vigilancia Centinela de las ITS (VICITS)"
Papua New Guinea,75.4,
Paraguay,96.4,"Source: ESTUDIOS DE INVESTIGACION EN POBLACIONES VULNERABLES"
Peru,70,
Philippines,82.1,"Source: 2018 Integrated Behavioral and Serologic Surveillance (IHBSS)"
Portugal,92.5,
Republic of Korea,89.1,
Republic of Moldova,82.9,"Source: Behavioural Surveillance Survey 2017"
Romania,90,"Source: Romanian Angel Appeal Foundation.  2010. PREVALENCE OF HIV, HVB AND HVC AND RISK BEHAVIORS AMONG FEMALE SEX WORKERS IN BUCHAREST."
Rwanda,82.9,
Samoa,50,"Source: Outreach Registers from all NGO's and the Ministry of Health's HIV/STI outreach programmes"
Sao Tome and Principe,47,"Source: IBBS survey"
Senegal,91.2,"Source: Enquête Combinée"
Serbia,87.3,"Source: Research among most at risk population and among people living with HIV. Institute of Public Health of Serbia "
Sierra Leone,17.1,
Sri Lanka,95,"Source: I.B.B.S survey 2014"
Sudan,33,"Source: Integrated Bio-Behavioural Surveillance Survey (IBBS)"
Suriname,100,"Source: Behavioral surveillance among FSW, 2018 and behavioral surveillance among MSM and TG (including MSW and TG SW)"
Tajikistan,78,"Source: Behavioral surveillance, 2018"
Thailand,79.9,"Source: Integrated Biological Behavioral Surveillance Survey (IBBS) 2017 among non-venue sex workers."
The former Yugoslav Republic of Macedonia,80,"Source: Report from the biobehavioral survey and assessment of population size of sex workers in Macedonia, 2018"
Togo,82.7,"Source: Behavioural Surveillance Survey 2017"
Tunisia,45.9,"Source: Behavioural Surveillance Survey 2017"
Uganda,68.2,
Ukraine,93,"Source: National Integrated Bio-Behavioral Survey. 2017"
United Republic of Tanzania,77.4,
Uzbekistan,49.8,"Source: Behavioural Surveillance Survey"
Viet Nam,92.3,"Source: HSS+ 2018"
Zimbabwe,73.5,"Source: Special study"
