Country,Most recent data as of 2019,Most recent data as of 2019_Footnote
Afghanistan,99.1,"Source: DHS 2015"
Albania,47.7,"Source: DHS 2008-09"
Angola,96.1,"Source: DHS 2015-16"
Azerbaijan,96.9,"Source: DHS 2006"
Benin,93.3,"Source: DHS 2011-12"
Burkina Faso,88.7,"Source: DHS 2010"
Burundi,33.2,"Source: DHS 2010"
Cambodia,2.1,"Source: DHS 2005"
Cameroon,93.9,"Source: DHS 2011"
Chad,96.5,"Source: DHS 2014-15"
Comoros,99.3,"Source: DHS 2012"
Congo,99.1,"Source: DHS 2011-12"
Côte d'Ivoire,97,"Source: DHS 2011-12"
Democratic Republic of the Congo,97.4,"Source: DHS 2007"
Dominican Republic,12.7,"Source: DHS 2013"
Eswatini,29.3,"Source: SHIMS2 2016-2017"
Ethiopia,91,"Source: DHS 2016"
Gabon,99.1,"Source: DHS 2012"
Ghana,95.8,"Source: DHS 2014"
Guatemala,2.9,"Source: DHS 2014-15"
Guinea,99.1,"Source: DHS 2005"
Guyana,12,"Source: DHS 2009"
Haiti,5.8,"Source: DHS 2005-06"
India,13,"Source: DHS 2005-06"
Kenya,92.6,"Source: DHS 2014"
Kyrgyzstan,91.9,"Source: DHS 2012"
Lesotho,68.5,"Source: LePHIA 2017"
Liberia,99.2,"Source: DHS 2013"
Madagascar,94.6,"Source: DHS 2008-09"
Malawi,27.8,"Source: DHS 2015-16"
Mali,97.8,"Source: DHS 2012-13"
Mozambique,47.4,"Source: DHS 2011"
Myanmar,3.9,"Source: DHS 2015-16"
Namibia,25.5,"Source: NAMPHIA 2017"
Niger,99.4,"Source: DHS 2006"
Nigeria,98.9,"Source: DHS 2013"
Republic of Moldova,1,"Source: DHS 2005"
Rwanda,29.6,"Source: DHS 2014-15"
Senegal,98.2,"Source: DHS 2005"
Sierra Leone,99.4,"Source: DHS 2013"
Timor-Leste,6.4,"Source: DHS 2009-10"
Togo,97.7,"Source: DHS 2013-14"
Uganda,45.9,"Source: DHS 2016"
Ukraine,2.3,"Source: DHS 2007"
United Republic of Tanzania,80.3,"Source: DHS 2015-16"
Zambia,31.8,"Source: DHS 2018"
Zimbabwe,14.3,"Source: ZIMPHIA 2016"
