Country,Most recent data as of 2019,Most recent data as of 2019_Footnote
Afghanistan,0.9,"Source: IBBS"
Algeria,5,"Source: Bilan des activités des centres de dépistage du VIH/sida 2017"
Armenia,3.4,"Source: Integrated Biological and Behavioral Survaillance Survey"
Australia,1.2,"Source: Sentinel HIV surveillance in metropolitan sexual health clinics in Australia"
Austria,2.5,
Azerbaijan,1.2,"Source: National programme data, 2018"
Bangladesh,0.3,"Source: Serological Survey, 2015 (unpublished)"
Barbados,17.5,"Source: BSS MSM Survey"
Belarus,7.4,"Source: Результаты поведенческого и биомедицинского исследования среди ПИН, МСМ, ЖСБ в Республике Беларусь за 2013 год"
Belgium,14.4,"Source: Sialon II survey, Brussels, 2013"
Belize,16.4,
Benin,4.2,"Source: Behavioural Surveillance Survey 2017"
Bulgaria,5.2,"Source: Behavioral surveillance"
Burkina Faso,3.5,"Source: Cartographie programmatique , estimation de la taille et enquête bio comportementale parmi les populations clés ( PS, HSH, UD) au Burkina Faso par le SP/CNLS IST."
Burundi,3.6,
Cabo Verde,22.2,
Cambodia,4.5,"Source: IBBS 2015"
Cameroon,47.8,
Canada,17,"Source: Unpublished data from M-Track: Enhanced Surveillance of HIV, other sexually transmitted and blood-borne infections, and associated risk behaviours among gay, bisexual and other men who have sex with men in Canada, Phase 1 (2005-2007). Public Health Agency of Canada, Centre for Communicable Diseases and Infection Control. December 2011."
Central African Republic,10.5,"Source: Behavioral surveillance survey, 2019"
Chile,19.6,"Source: Estudio de prevalencia de VIH en personas HSH. "
China,6.6,"Source: National HIV sentinel surveillance"
Colombia,25.9,"Source: Estudio de seroprevalencia (corte transversal) anónimo-ligado, en siete ciudades de Colombia"
Comoros,0,
Congo,49.5,"Source: ENQUETE COMPORTEMENTALE COUPLEE A LA SEROLOGIE VIH CHEZ LES HOMMES AYANT DES RAPPORTS SEXUELS AVEC LES HOMMES, LES PROFESSIONNELLES DE SEXE, LES CONSOMMATEURS DE DROGUES INJECTABLES ET LES DETENUS EN REPUBLIQUE DU CONGO"
Croatia,3.2,"Source: RDS survey conducted in Zagreb in 2010"
Cuba,1.3,"Source: ESTUDIO CENTINELA DE CABECERAS PROVINCIALES"
Czech Republic,6,
Côte d'Ivoire,14,
Democratic Republic of the Congo,4.3,"Source: Rapport annuel PSSP 2016"
Egypt,6.8,"Source: FHI&Freedom"
El Salvador,14.4,"Source: Sentinel surveillance 2018"
Estonia,6,"Source: EMIS 2017 (European MSM Internet Survey)"
France,18.5,
Gambia,33.7,"Source: Behavioral surveillance, 2018"
Georgia,22.5,"Source: Bio-Behavioral Surveillance Survey in three cities of Georgia - Tbilisi, Batumi, and Kutaisi, conducted through Respondent-Driven Sampling."
Germany,7,
Guatemala,7.5,"Source: Sentinel surveillance 2017"
Guinea,11.4,"Source: ESCOMB 2017"
Guyana,5.3,"Source: PLACE"
Haiti,29.8,
Honduras,11.7,"Source: Base de datos VICITS WEB"
Hungary,4.1,
India,5,"Source:  National Integrated Biological and Behavioural Surveillance (IBBS) 2014-15"
Indonesia,27,"Source: Integrated Biological and Behavior Survey"
Ireland,9.1,"Source: MISI Men who have sex with men Internet Survey 2015"
