Country,Most recent data as of 2019,Most recent data as of 2019_Footnote
Afghanistan,2800,"Region: Herat and Kabul;  Source: Central Prison Deportment (CPD)"
Albania,2800,"Region: National; Method: Census; Source: General Directorate of Prisons, http://www.dpbsh.gov.al"
Australia,38 800,"Region: National;  Source: ABS census data with adjustment"
Bahamas,2300,"Region: National; Method: Census; Source: Department of Correction Records."
Bangladesh,73 400,"Region: National; Method: Mapping and extrapolation; Source: Project supported by GiZ and UKaid and GoB for the entire country"
Belgium,11 800,"Region: National;  Source: Statistics from the Federal Public Service Justice,  Directorate General for Correctional Facilities (http://statbel.fgov.be/fr/statistiques/chiffres/population/autres/detenu/)"
Belize,1400,"Region: National;  Source: Prison Facilty data"
Benin,6800,"Region: 10 prisons in Benin; Method: Census; Source: Direction des Affaires Pénitentiaires du Ministère de la Justice"
Brazil,760 000,"Region: National; Method: Census; Source: National Penitentiary Department"
Burkina Faso,5600,"Region: National; Method: Census; Source: Annuaire statistique du Ministère de la justice"
Cambodia,17 500,"Region: National;"
Cameroon,27 800,"Region: National; Method: Census; Source: Ministry of Justice"
Canada,14 000,"Region: National (federal institutions only, not including inmates in provicial custody); Method: Census; Source: Federal correctional institutions"
Chile,43 000,"Region: National; Method: Census; Source: Gendarmería de Chile y el Servicio Nacional de Menores (SENAME)"
Colombia,120 000,"Region: National; Method: Census; Source: Base de datos del INPEC"
Costa Rica,100,"Region: National; Method: Census; Source: Ministerio de Justicia y Paz"
Cuba,3700,"Region: National; Method: Enumeration; Source: Encuesta de Indicadores de Prevención del vih/sida 2017"
Czech Republic,21 600,"Region: National; Method: Census; Source: Statistical Yerbook of the Prison Service of the Czech Republic"
Côte d'Ivoire,41 400,"Region: National; Method: Census; Source: Rapport du point de la population carcérale transmis par par la Direction de l'Administration Pénitentiaire (DAP), Registre de dépistage rapide, dossier clients, Fiche de communication pour le changement de comportement (CCC), rapport des activités de prévention et de prise en charge en milieu carcéral (Expertise France)"
Dominican Republic,29 000,"Region: National; Method: Census; Source: Registro de Personas Privadas de Libertad del Sistema Penitenciario. Dirección General de Prisiones."
Estonia,2100,"Region: National; Method: Census; Source: Prisons' programmatic data. Source: Estonian prison service yearbook, MMXVIII (https://www.vangla.ee/sites/www.vangla.ee/files/elfinder/dokumendid/vanglateenistuse_aastaraamat_2018.pdf)"
Eswatini,2700,"Region: National;"
Finland,3100,"Region: National; Method: Daily average;"
Gambia,700,"Region: National; Method: Census; Source: Mile 2 Prison medical personnel"
Georgia,10 000,"Region: National; Method: Census; Source: Georgian penitentiary system registers"
Germany,54 100,"Region: National; Method: Census; Source: Statistisches Bundesamt: Bestand der Gefangenen und Verwahrten, 2016"
Greece,9600,"Region: National; Method: Census; Source: Ministry of Justice and Human Rights"
Guatemala,25 000,"Region: National; Method: Census; Source: Datos del Sistema Penitenciario, Ministerio de Gobernación (año 2019)."
Haiti,11 000,"Region: National; Method: Census; Source: Rapport de programme VIH auprès de la population carcérale / HTW 2020"
India,433 000,"Region: National;  Source: Prison Statistics of India 2016, National Crime Records Bureau"
Iran (Islamic Republic of),190 000,"Region: National; Method: Census;"
Ireland,3800,"Region: National;  Source: Improving Prison Conditions by Strengthening the Monitoring of HIV, HCV, TB and Harm Reduction, Mapping Report Ireland, Irish Penal Reform Trust, 2016"
Kazakhstan,36 300,"Region: National; Method: Census;"
Kuwait,5200,"Region: National; Method: Census; Source: Central jail authority data , plus AIDS statistical office data"
Kyrgyzstan,8200,"Region: National;  Source: State Penitentiary Service"
Lesotho,2600,
Liberia,2400,"Region: National; Method: Documentary review; Source: Liberia 2017 Size Estimates"
Lithuania,7100,"Region: National; Method: Census; Source: Institutions of Prison Departments under the Justice of Lithuania Republic"
Malawi,14 000,"Region: National; Method: Census; Source: Prison service records"
Mali,5400,"Region: National;"
Mauritania,500,"Region: Nouakchott, Nouadhibou and Rosso;"
Mauritius,2300,"Region: National; Method: Average of monthly census;"
Mexico,200 000,"Region: National; Method: Census; Source: SEGOB/CNS/OADPRS,Cuaderno mensual de Información Estadística Penitenciaria Nacional. Enero 2020: En: https://www.gob.mx/prevencionyreadaptacion/documentos/transparencia-proactiva-236004 http://pyrs.gob.mx/sipot/cgprs_doc/2020/Estadistica/CE_01_2020.pdf"
Morocco,86 000,"Region: National; Method: Census; Source: Données de la La Délégation générale à l'administration pénitentiaire et à la réinsertion (DGAPR)"
Nauru,100,"Region: National; Method: Census; Source: Key correctional facility staff"
Nepal,22 000,"Region: National; Method: Census; Source: Routine data of Department of Prison Management 2018."
Netherlands,10 400,
New Zealand,10 100,"Region: National; Method: Census; Source: Department of Corrections reporting"
Nicaragua,17 700,"Region: National; Method: Census; Source: Registro penitenciario de Nicaragua, 2017"
Niger,18 000,"Region: National; Source: Estimation Spectrum 2020"
Oman,6000,"Region: Central prison;  Source: Information through communication with Prison authorities"
Pakistan,80 500,"Region: National; Method: Census; Source: Govt. Prison Deptt."
Panama,17 600,"Region: National;  Source: Programa de Salud Penitenciaria"
Peru,82 000,"Region: National;  Source: Informe Estadístico, Instituto Penitenciario (INPE), Diciembre 2016"
Romania,27 500,"Region: National;"
Saint Lucia,500,"Region: National; Method: Census; Source: Bordelais Correctional Facility"
Sao Tome and Principe,200,"Region: Capital city;"
Senegal,9500,"Region: National; Method: % of adult population;"
Serbia,10 000,"Region: National; Method: Census; Source: Annual Report of Administration for Enforcement of Penal Sanctions 2013 (available at: http://www.uiks.mpravde.gov.rs/images/Godisnji_izvestaj_UIKS-a_za_2013.pdf)"
Seychelles,400,"Region: National; Method: Census; Source: Prison data monitoring"
Singapore,11 200,"Region: National; Method: Census; Source: Based on inmate population reported by Singapore Prison Service"
South Sudan,161 100,
Spain,55 400,"Region: National;  Source: Ministerio de Interior"
Sri Lanka,122 000,"Region: National; Method: Census; Source: Prison department"
Switzerland,6900,"Region: National;  Source: Federal Office of Statistics"
Tajikistan,9800,"Region: National;"
Thailand,370 000,"Region: National; Method: Census; Source: Registration report from DOC"
The former Yugoslav Republic of Macedonia,2300,"Region: National; Method: Census; Source: Registry of the Ministry of Justice"
Togo,5200,"Region: National; Method: Census; Source: DONNES ISSUES DU SYSTME DE RAPPORTAGE DANS LES PRISONS OBTENUS A PARTIR DU PROGRAMME TUBERCULOSE"
Tunisia,22 000,"Region: National; Method: Census; Source: Direction de la Santé carcérale"
Uganda,151 000,"Region: National;"
Ukraine,53 000,"Region: National (excluding Crimea, Sevastopol, the non-government controlled territory of Donetsk and Luhansk regions); Method: Census; Source: Ukraine Ministry of Justice"
Uruguay,10 200,"Region: National;  Source: Informe del sistema penitenciario"
Zambia,22 000,"Region: National; Method: Census; Source: Ministry of Home Affairs Annual Report."
Zimbabwe,19 000,"Region: National; Method: Census;"
