Country,Most recent data as of 2019,Most recent data as of 2019_Footnote
Barbados,33.4,"Source: LRU patient monitoring Data, 2017"
Bosnia and Herzegovina,47.8,"Source: Case-based reporting"
Cambodia,95.9,"Source: HIV Prevention Database at KHANA"
Central African Republic,25,"Source: Projet de suivi des hommes ayant des rapport avec des hommes"
Chile,89,"Source: Plataforma Informática para el Seguimiento Clínico de personas con VIH/SIDA, 2016"
China,91.9,"Source: National Database of free Antiretroviral Treatment Program"
Colombia,89.8,"Source: Cuenta de alto costo-Prestación de servicios"
Cuba,86.1,"Source: Registro informatizado de VIH/sida.  2018"
Germany,88.7,"Source: Behavioural Surveillance Survey, 2013-2014"
Guatemala,22.9,"Source: Base de datos PNS 2017"
Ireland,81.8,"Source: MISI Men who have sex with men Internet Survey 2015"
Israel,78.4,"Source: National HIV Registry 2018"
Lithuania,65.8,"Source: National HIV/AIDS surveillance database"
Luxembourg,90.6,"Source: National cohort of all HIV infected persons in Luxembourg, 2016"
Malaysia,65.4,"Source: Behavioural Surveillance Survey, 2017"
Mongolia,91.4,"Source: ART registration Patient registration"
Myanmar,50.9,"Source: BBS, 2019"
Panama,95.8,"Source: Cinco de las Seis Clínicas Amigables (CLAM) donde se llevan a cabo las Vigilancia Centinela de las ITS (VICITS) 2018"
Paraguay,18.5,"Source: Estudio de Prevalencia del VIH/Sifilis, Hepatitis y comportamientos de riesgo en HSH 2017"
Ukraine,42.4,"Source: National Integrated Bio-Behavioral Survey 2017"
Viet Nam,25.8,"Source: HSS+ 2018 2018"
Zimbabwe,96,"Source: BBS, 2019"
