Country,Most recent data as of 2019,Most recent data as of 2019_Footnote
Armenia,69.4,"Source: Integrated Biological and Behavioral Surveillance Survey"
Australia,72,"Source: Australian Needle and Syringe Program Survey"
Azerbaijan,34.8,"Source: «Исследование распространенности ВИЧ–инфекции и факторов риска заражения в поведении некоторых уязвимых групп населения в Азербайджанской Республике», 2011"
Bangladesh,83.6,"Source: Mapping Study and Size Estimation of Key Populations in Bangladesh for HIV Programs, 2015 (unpublished)"
Belarus,92.1,
Benin,94.4,
Bulgaria,82.4,
Canada,91.1,"Source: Tracks Survey of people who inject drugs in Canada, Phase 4, 2017-2019"
China,87.5,"Source: National HIV sentinel surveillance"
Czech Republic,90.2,"Source: Czech National Monitoring Centre for Drugs and Drug Addiction"
Democratic Republic of the Congo,46,"Source: ENQUÊTE DE SURVEILLANCE COMPORTEMENTALE ET DE SÉROPRÉVALENCE AUPRÈS DES POPULATIONS À RISQUE DE L'INFECTION À VIH DANS 14 PROVINCES, 2018-2019"
Egypt,33.3,"Source: Network of Associations for Harm Reduction NAHR"
Estonia,93.4,"Source: Vorobjov S, Salekešin M. HIV levimuse ja riskikäitumise uuring Narva narkootikume süstivate inimeste seas 2018. Tallinn: Tervise Arengu Instituut; 2019."
Georgia,84.6,
Germany,88.7,"Source: BBS"
Greece,88,"Source: Greek Reitox focal point of the EMCDDA (from people entering OSST)"
Hungary,83,
Indonesia,94.1,"Source: Integrated Biological and Behavior Survey"
Iran (Islamic Republic of),76.5,"Source: IBBS, 2019"
Kazakhstan,51.9,"Source: Behavioral surveillance, 2018"
Kenya,90.6,"Source: Poll booth survey 2017"
Kyrgyzstan,81.1,"Source: Интегрированное Био-Поведенческое Исследование (ИБПИ), со связанным анонимным тестированием образцов сухой капли крови на ВИЧ, Гепатит С и антитела к сифилису."
Lithuania,69.2,"Source: Lithuanian Centre for Communicable Diseases and AIDS, 2017"
Madagascar,57.1,"Source: Rapport préliminaire de l'Etude de surveillance biologique et comportementale chez les consommateurs de drogue injectable, Année 2016"
Malaysia,97.2,"Source: IBSS 2012"
Mauritius,87.1,"Source:  IBBS among PWID in 2017"
Mexico,69.7,"Source: Encuesta de seguimiento sobre Usuarios de Drogas Inyectables"
Montenegro,90,"Source: Bio-behavioural Survey, RDS sampling method"
Morocco,57.9,"Source: Étude RDS auprès des UDI, 2010, 2012 et 2014"
Myanmar,91.8,"Source: Integrated Biological and Behavioural Survey (IBBS) among People who inject drugs (PWID)"
Nepal,80.9,"Source: Integrated Biological and Behavioral Surveillance Survey"
Nigeria,73.1,
Pakistan,78.3,
Philippines,72.8,"Source: 2015 Integrated HIV Behavioral and Serologic Surveillance (IHBSS)"
Republic of Moldova,100,
Romania,35.4,
Senegal,90,
Serbia,84.2,"Source: Research among most at risk population and among people living with HIV. Institute of Public Health of Serbia "
Sierra Leone,52,
Sweden,50,
Switzerland,53.3,
Tajikistan,52.3,"Source: Behavioral surveillance, 2018"
Thailand,84.8,
The former Yugoslav Republic of Macedonia,96.7,"Source: Respondent driven sampling among PWID in the capital city, 2017."
Ukraine,96.6,"Source: National Integrated Bio-Behavioral Survey"
United Kingdom,41,"Source: UAM Survey of PWID"
United Republic of Tanzania,83.8,
United States,34,"Source: National HIV Behavioral Surveillance System (NHBS)"
Uzbekistan,94.5,
