Country,Most recent data as of 2019,Most recent data as of 2019_Footnote
Afghanistan,0,"Source: National program data"
Algeria,2.3,"Source: Bilan des activités des centres de dépistage du VIH/sida 2018"
Angola,1.2,"Source: Relatório do Estudo Place do Linkage 2016/2017 em 5 Províncias de Angola"
Azerbaijan,8.7,
Belarus,0.2,"Source: Результаты поведенческого и биомедицинского исследования среди ПИН, МСМ, ЖСБ в Республике Беларусь за 2017 год"
Brazil,0.1,"Source: Nacional RDS Studies on Knowledge , atitudes and practices and prevalence of HIV, syphilis, Hepatitis B and C"
Bulgaria,0,
Costa Rica,0.3,"Source: ENCUESTA SEROPREVALENCIA"
Dominican Republic,0.5,"Source: 3ra Encuesta de Vigilancia de Comportamiento con Vinculación Serológica al VIH, Sifilis, Hepatitis B y C, 2018"
Guatemala,0,"Source: Ministerio de Salud Publica y Asistencia Social (MSPAS), IGSS, Cruz Roja, PASMO, Sanidad Militar, e INCAP."
Myanmar,4.4,"Source: BBS, 2019"
Papua New Guinea,1.1,"Source: IBBS type of study among key populations"
Paraguay,0.2,"Source: ESTUDIOS DE INVESTIGACION EN POBLACIONES VULNERABLES"
Peru,3.6,"Source: Reporte anual de la Hoja de Monitorización de Actividades 2016."
Republic of Moldova,10.2,
Rwanda,3.3,
Seychelles,0,
South Sudan,1.1,"Source: IBBS, 2019"
Sri Lanka,0,"Source: Behavioral surveillance, 2018"
Suriname,0,"Source: BSS, 2019"
The former Yugoslav Republic of Macedonia,0,"Source: IBBS"
