Country,Most recent data as of 2019,Most recent data as of 2019_Footnote
Afghanistan,0.3,
Albania,2.4,"Source: Behavioral Surveillance Survey"
Algeria,3.5,"Source: Bilan des activités des centres de dépistage du VIH/sida 2017"
Angola,7.2,"Source: CAP FIOCRUZ, CDC e INLS, Cunene, 2011"
Armenia,0,"Source: Integrated Biological and Behavioral Surveillance Survey"
Australia,0,"Source: Sentinel HIV surveillance in metropolitan sexual health clinics."
Azerbaijan,4.1,"Source: Sentinel surveillance, 2018"
Bangladesh,0.1,"Source: Serological Survey,2015 (unpublished); Serological Survey,2016 (unpublished)"
Belarus,3.8,"Source: Результаты поведенческого и биомедицинского исследования среди ПИН, МСМ, ЖСБ в Республике Беларусь за 2017 год"
Belgium,1.3,"Source: Data extracted from activity report 2015 community-based services for sex workers"
Belize,0,
Benin,2.9,"Source: Behavioural Surveillance Survey 2017"
Bolivia (Plurinational State of),0.6,
Brazil,2.1,"Source: National RDS Study on knowledge, attitudes and practices and prevalence of HIV, syphilis, Hepatitis B and C among female sex workers. Brazil, 2016"
Bulgaria,0,"Source: ECDC 2017"
Burkina Faso,3.6,"Source: Cartographie programmatique , estimation de la taille et enquête bio comportementale parmi les populations clés ( PS, HSH, UD) au Burkina Faso par le SP/CNLS IST"
Burundi,24.3,
Cabo Verde,3.9,
Cambodia,0.7,"Source: IBBS 2016"
Cameroon,27.5,
Central African Republic,8.9,"Source: Enquête  sur la cartographie, l'estimation de la taille des professionnelles de sexe  et des hommes ayant des rapports sexuels avec d'autres hommes à Bangui, Boali, Bouar, Carnot et Berberati en République Centrafricaine en 2019"
Chad,19.6,
Chile,0,"Source: Estudio de prevalencia de VIH en trabajadoras sexuales "
China,0.1,"Source: Sentinel surveillance, 2019"
Colombia,4.3,
Congo,3.5,"Source: ENQUETE COMPORTEMENTALE COUPLEE A LA SEROLOGIE VIH CHEZ LES HOMMES AYANT DES RAPPORTS SEXUELS AVEC LES HOMMES, LES PROFESSIONNELLES DE SEXE, LES CONSOMMATEURS DE DROGUES INJECTABLES ET LES DETENUS EN REPUBLIQUE DU CONGO"
Costa Rica,0,"Source: Encuesta de Prevalencia  2017"
Cuba,0.4,"Source: ESTUDIO CENTINELA DE CABECERAS PROVINCIALES"
Czech Republic,0.1,"Source: The Bliss without Risk (NGO)"
Côte d'Ivoire,2.4,"Source: IBBS 2019"
Democratic Republic of the Congo,4.8,"Source: ENQUÊTE DE SURVEILLANCE COMPORTEMENTALE ET DE SÉROPRÉVALENCE AUPRÈS DES POPULATIONS À RISQUE DE L'INFECTION À VIH DANS 14 PROVINCES, 2018-2019"
Dominican Republic,2.4,"Source: BSS"
Egypt,2.3,"Source: Al-Shehab Organization, Network of Associations for Harm Reduction NAHR"
Eritrea,1.5,
Estonia,11.1,
Eswatini,64.1,
Fiji,0,"Source: IBBS"
Gambia,8.3,"Source: IBBS DATA COLLECTION TOOLS"
Georgia,0,"Source: Behavioural Surveillance Survey 2017"
Germany,0,"Source: Cross-sectional study KABP-Surv STI"
Ghana,3.4,
