Country,Most recent data as of 2019,Most recent data as of 2019_Footnote
Albania,8,"Source: Programme data, 2019"
Angola,100,"Source: Dados recebidos dos Serviços Prisionais do MININT"
Belarus,82.1,"Source: Данные отчетности Департамента исполнения наказания Министерства внутренних дел Республики Беларусь."
Canada,98.3,"Source: Programme data, 2019"
Chile,89.4,"Source: Programme data, 2019"
Costa Rica,85.1,"Source: Ministerio de Justicia y Paz"
Côte d'Ivoire,95,"Source: Registre de dépistage par les tests rapides"
Ghana,100,"Source: Program data, 2019"
Guatemala,58.2,"Source: Datos programáticos de las Unidades de Atención Integral / Personas con VIH estimadas de Spectrum."
Haiti,100,"Source: Health Through Walls (HTW)"
Iran (Islamic Republic of),66.6,"Source: Programme data, 2018"
Malawi,100,"Source: Program data, 2019"
Mauritius,79.1,"Source: Prison department"
Panama,94.6,"Source: Clínicas de atención de los Centros Penitenciarios y proporcionados por el Programa de Salud Penitenciaria del Ministerio de Salud, año 2018"
Sao Tome and Principe,6.2,"Source: Behavioral surveillance"
South Africa,99,"Source: Programme data from the Department of Correctional Services (DCS)"
Tajikistan,97.4,"Source: Programme data, 2019"
Uganda,49,"Source: PEPFRAR HIBRID"
Ukraine,87,"Source: Programme data, Health care Center of the State Criminal Execution Service of Ukraine (HCC SCESU), 2019"
Zambia,100,"Source: Programme data, Zambia Correctional Service - 2019 Annual Report"
