Country,Most recent data as of 2019,Most recent data as of 2019_Footnote
Armenia,0,"Source: Integrated Biological and Behavioral Surveillance Survey"
Bangladesh,1.1,"Source: icddr,b, 2015. Serological survey (unpublished): Data collection: May, 2015-Jun, 2015"
Bolivia (Plurinational State of),10.3,"Source: Behavioral surveillance, 2018"
Brazil,18.6,
Cuba,3.9,"Source: DATOS OBTENIDOS DE ESTUDIO CENTINELA DE CABECERAS PROVINCIALES"
Dominican Republic,30.1,"Source: Encuesta de Vigilancia de Comportamiento con Vinculacion Serologica, realizda (01)  Gran Santo Domingo: Provincia Santo Domingo y el Distrito Nacional)"
El Salvador,11.3,"Source: Sentinel surveillance, 2018"
Guyana,9.1,"Source: Bio-behavioral Surveillance Survey."
Honduras,6.9,"Source; Bases de datos VICITS WEB"
India,5.9,"Source: National Integrated Biological and Behavioural Surveillance (IBBS) 2014-15"
Indonesia,18.9,"Source: Integrated Biological and Behavior Survey"
Iran (Islamic Republic of),0,"Source: Cross-sectional study  in 2014 based on time-location sampling"
Jamaica,39.3,"Source: IBBSS with Population Size Estimation among MSM & TG"
Malaysia,4.6,"Source: Behavioral surveillance"
Mali,7.1,"Source: ANALYSE DE LA SITUATION DES PERSONNES TRANSGENRES AU MALI EN RELATION AVEC L'INFECTION A VIH ET LE SIDA"
Nepal,1.9,"Source: Integrated Biological and Behavioural Surveillance (IBBS) Survey"
Nicaragua,3.9,"Source: ECVC 2016"
Pakistan,6.2,"Source: Behavioral surveillance"
Panama,33.3,"Source: Registro de  Cinco de las Seis Clínicas Amigables (CLAM) donde se llevan a cabo las Vigilancia Centinela de las ITS (VICITS)"
Paraguay,7.6,"Source: PREVALENCIA DEL VIH/SIFILIS/HEPATITIS B Y COMPORTAMIENTOS, PRÁCTICAS Y ACTITUDES DE LA POBLACION TRANS EN EL PARAGUAY, 2017"
Peru,17.1,"Source: Hoja de Monitorización de Actividades - HMA 2017 de la Dirección de Prevención y Control de VIH/SIDA - DPVIH, Enfermedades de Transmisión Sexual y Hepatitis."
Philippines,3,"Source: 2018 Integrated HIV Behavioral and Serologic Surveillance (IHBSS)"
Samoa,0,"Source: Programme data, 2019"
Thailand,10.2,"Source: Integrated Biological Behavior Surveillance (IBBS) 2018"
