Country,Most recent data as of 2019,Most recent data as of 2019_Footnote
Cambodia,82.8,"Source: KHANA EW Cascade 2017 (KP Cascade reporting system)"
Chile,87.7,"Source: Reporte anual de los establecimientos de control de salud sexual de trabajadoras y trabajadores sexuales"
Colombia,72.5,"Source: Cuenta de alto costo-Prestación de servicios"
Cuba,86.8,"Source: Registro Informatizado VIH/sida"
Guatemala,0.8,"Source: Base de datos PNS 2017"
Malawi,80.8,
Myanmar,63.1,"Source: BBS, 2019"
South Sudan,75.4,"Source: Partner ART data. 2017"
Tajikistan,73.7,"Source: Программные данные. Национальная система электронного слежения за случаями ВИЧ-инфекции."
Thailand,8.9,"Source: Integrated Biological Behavior Surveillance (IBBS)"
Ukraine,29.6,"Source: National Integrated Bio-Behavioral Survey 2017"
Viet Nam,18.1,"Source: HSS+2018"
Zimbabwe,90.8,"Source: Special study"
