Country,Most recent data as of 2019,Most recent data as of 2019_Footnote
Algeria,10.6,"Source: Etude sur les Connaissances, Attitudes et Pratiques en matière de Santé Reproductive, Planning Familial et IST/VIH/Sida, auprès des jeunes de 15 à 24 ans et des populations clés en Algérie, 2017"
Bangladesh,3.5,"Source: HIV surveillance, 2015"
Brazil,31,
Cambodia,19.7,"Source: KHANA and RHAC"
Colombia,36.9,
Dominican Republic,29.2,"Source: Tercera Encuesta de Vigilancia de Comportamiento con Vinculación Serológica en Poblaciones Clave, 2017"
Grenada,100,
Guinea,17.2,"Source: ESCOMB 2017"
Ireland,22.5,"Source: MISI MSM Internet Survey 2015"
Kyrgyzstan,37.3,
Lao People's Democratic Republic,8,"Source: Behavioural Surveillance Survey, 2017"
Malaysia,35.6,"Source: Respondent Driven Sampling among MSM in 4 states, 2017"
Mongolia,23.8,"Source: Preliminary result of HIV/STI Surveillance Survey Report, 2019"
Myanmar,26,"Source: BBS and program data, 2019"
Nicaragua,68.1,"Source: Behavioural Surveillance Survey, 2016"
Niger,48.2,"Source: Enquête de surveillance de seconde génération chez les populations clés and programme data, 2019"
Pakistan,1.8,"Source: IBBS Round V, 2016"
Panama,98.8,"Source: Cinco de las Seis Clínicas Amigables (CLAM) donde se llevan a cabo las Vigilancia Centinela de las ITS (VICITS)"
Philippines,12.3,"Source: 2018 Integrated HIV Behavioral and Serologic Surveillance (IHBSS)"
Republic of Moldova,51.7,
Samoa,100,"Source: Outreach Registers from all NGO's and the Ministry of Health's HIV/STI outreach programmes"
Sao Tome and Principe,77.9,"Source: IBBS and program data"
Senegal,5,"Source: Behavioral surveillance, 2018"
Thailand,52.8,"Source: Integrated Biological Behavior Surveillance (IBBS) 2018 amomg MSM"
The former Yugoslav Republic of Macedonia,49.4,
Viet Nam,28.4,"Source: HSS+ 2018"
Zimbabwe,24.4,"Source: BBS, 2019"
