Country,Most recent data as of 2019,Most recent data as of 2019_Footnote
Barbados,70.4,"Source: LRU patient monitoring Data, 2017"
Cambodia,94.8,"Source: HIV Prevention Database at KHANA"
Central African Republic,25.7,"Source: Projet de suivi des hommes ayant des rapport avec des hommes"
Chile,89,"Source: Plataforma Informática para el Seguimiento Clínico de personas con VIH/SIDA, 2016"
China,87.6,"Source: National Database of free Antiretroviral Treatment Program"
Colombia,85.4,"Source: Cuenta de alto costo-Prestación de servicios"
Cuba,87.4,"Source: Registro informatizado de VIH/sida.  2018"
Germany,50,"Source: Behavioural Surveillance Survey, 2013-2014"
Guatemala,54.8,"Source: Base de datos PNS 2017"
Ireland,33.3,"Source: MISI Men who have sex with men Internet Survey 2015"
Israel,78.3,"Source: National HIV Registry 2018"
Lithuania,60,"Source: National HIV/AIDS surveillance database"
Luxembourg,100,"Source: National cohort of all HIV infected persons in Luxembourg, 2016"
Malaysia,55.8,"Source: Behavioural Surveillance Survey, 2017"
Mongolia,80,"Source: ART registration Patient registration"
Myanmar,29.8,"Source: BBS, 2019"
Panama,87.8,"Source: Cinco de las Seis Clínicas Amigables (CLAM) donde se llevan a cabo las Vigilancia Centinela de las ITS (VICITS) 2018"
Paraguay,42.9,"Source: Estudio de Prevalencia del VIH/Sifilis, Hepatitis y comportamientos de riesgo en HSH 2017"
Ukraine,63,"Source: National Integrated Bio-Behavioral Survey 2017"
Viet Nam,20.5,"Source: HSS+ 2018"
Zimbabwe,84.6,"Source: BBS, 2019"
