Country,Most recent data as of 2019,Most recent data as of 2019_Footnote
Angola,100,"Source: Dados recebidos dos Serviços Prisionais do MININT"
Belarus,88.3,"Source: Данные отчетности Департамента исполнения наказания Министерства внутренних дел Республики Беларусь."
Canada,93.3,"Source: Programme data, 2019"
Chile,83.3,"Source: Programme data, 2019"
Costa Rica,30,"Source: Ministerio de Justicia y Paz"
Côte d'Ivoire,84,"Source: Registre de dépistage par les tests rapides"
Ghana,100,"Source: Program data, 2019"
Guatemala,59.4,"Source: Datos programáticos de las Unidades de Atención Integral / Personas con VIH estimadas de Spectrum."
Haiti,100,"Source: Health Through Walls (HTW)"
Iran (Islamic Republic of),52.9,"Source: Programme data, 2018"
Mauritius,80,"Source: Prison department"
Panama,71.4,"Source: Clínicas de atención de los Centros Penitenciarios y proporcionados por el Programa de Salud Penitenciaria del Ministerio de Salud, año 2018"
Sao Tome and Principe,0,"Source: Behavioral surveillance"
South Africa,95,"Source: Programme data from the Department of Correctional Services (DCS)"
Tajikistan,100,"Source: Programme data, 2019"
Uganda,54,"Source: PEPFRAR HIBRID"
Ukraine,91.4,"Source: Programme data, Health care Center of the State Criminal Execution Service of Ukraine (HCC SCESU), 2019"
Zambia,100,"Source: Programme data, Zambia Correctional Service - 2019 Annual Report"
