Country,Most recent data as of 2019,Most recent data as of 2019_Footnote
Afghanistan,17.8,
Algeria,53.1,"Source: Etude sur les Connaissances, Attitudes et Pratiques en matière de Santé Reproductive, Planning Familiale et IST/VIH/Sida, auprès des jeunes de 15 à 24 ans et des populations clés en Algérie, 2017"
Armenia,62.2,"Source: Integrated Biological and Behavioral Surveillance Survey"
Australia,39.1,
Azerbaijan,71,"Source: Behavioral surveillance, 2018"
Bangladesh,45.3,"Source: Mapping Study and Size Estimation of Key Populations in Bangladesh for HIV Programs, 2015 (unpublished)"
Barbados,57.1,
Belarus,67.2,"Source: Behaviour Surveillance Survey, 2017"
Belgium,57.6,"Source: SIALON II bio-behavioural survey"
Belize,51.4,
Benin,92.9,"Source: Enquête de Surveillance de Deuxième Génération (comportementale et biologique) 2015"
Bolivia (Plurinational State of),67.3,
Brazil,66.3,"Source: RDS - Respondent Driven Sampling. 2017"
Bulgaria,78.1,
Burundi,52.7,
Cabo Verde,54.1,
Cambodia,77,"Source: IBBS 2019"
Cameroon,55.7,
Canada,60.9,"Source: Public Health Agency of Canada, Centre for Communicable Diseases and Infection Control. December 2011."
Central African Republic,41,"Source: Centre National de Référence des IST et de la Thérapeutie ARV"
Chile,51.9,"Source: FONDECYT-VIBIMOS – 11140021 Bio-behavioral surveillance for HIV/AIDS in hard-to-reach populations in the Metropolitan Region of Santiago, Chile"
China,85.6,"Source: National HIV sentinel surveillance"
Colombia,63,"Source: Estudio de Comportamiento sexual y prevalencia de VIH de la población de hombres que tienen relaciones sexuales con hombres en Barrancabermeja en el año 2014"
Comoros,56.2,"Source: Behavioral surveillance, 2018"
Congo,64,"Source: Behavioral surveillance, 2018"
Croatia,58,"Source: Behavioural surveillance, 2012"
Cuba,63.6,"Source: Encuesta de indicadores de prevencion 2017"
Czech Republic,41.2,
Côte d'Ivoire,75.2,
Democratic Republic of the Congo,50.1,"Source: ENQUÊTE DE SURVEILLANCE COMPORTEMENTALE ET DE SÉROPRÉVALENCE AUPRÈS DES POPULATIONS À RISQUE DE L'INFECTION À VIH DANS 14 PROVINCES, 2018-2019"
Dominican Republic,38.1,"Source: BSS 2013"
Ecuador,68.3,"Source: Estudio de Vigilancia de comportamientos y prevlencia del VIH y otras infecciones de transmisión sexual en hombres que tienen sexo con hombres en Quito y Guayaquil. Ministerio de Salud Pública-2012"
Egypt,51.5,"Source: Hemaya Project. Network of Associations for Harm Reduction NAHR"
El Salvador,52.8,"Source: Clínicas de Vigilancia Centinela de Infecciones de Transmisión Sexual (VICITS)."
Estonia,54.1,"Source: Internet-based survey among MSM"
Finland,47.5,
France,50.8,"Source: Enquête Presse Gays et Lesbiennes (EPGL)"
Georgia,72.4,"Source: Behavioral Surveillance Survey"
Germany,65.2,"Source: Online survey"
Greece,74.4,
Guinea,65.9,"Source: ESCOMB 2017"
Guyana,63.2,"Source: Bio-behavioural Surveillance survey"
Haiti,77.2,
Honduras,56.2,"Source: Base de datos VICITS WEB"
India,83.8,"Source: National Integrated Biological and Behavioural Surveillance"
Indonesia,79.1,"Source: Integrated Biological and Behavior Survey"
Ireland,58.6,"Source: MISI MSM Internet Survey 2015"
