Country,Most recent data as of 2019,Most recent data as of 2019_Footnote
Afghanistan,0.8,"Source: Routine Health Information Systems, 2018"
Albania,1.9,"Source: Behavioral Surveillance Survey"
Algeria,2.2,"Source: Bilan des activités des centres de dépistage du VIH/sida 2018"
Angola,2,"Source: Relatório do Estudo Place do Linkage 2016/2017"
Armenia,0.5,"Source: Integrated Biological and Behavioral Surveillance Survey"
Azerbaijan,7.3,"Source: Sentinel surveillance, 2018"
Bahamas,36,"Source: Behavioural Surveillance Survey, 2014-2015"
Bangladesh,1.1,"Source: Serological Surveillance 2015 (unpublished)"
Belarus,4.7,"Source: Sentinel surveillance 2017"
Bolivia (Plurinational State of),4.1,"Source: Estudio de Vigilancia de Segunda Generación en población gay, bisexual y otros hombres que tienen sexo con hombres"
Botswana,3.2,"Source: Behavioral surveillance, 2018"
Brazil,61.5,"Source: Special Study 2016"
Bulgaria,5.7,"Source: Behavioural Surveillance Survey"
Burkina Faso,1.1,"Source: Behavioural Surveillance Survey, 2013"
Cambodia,1.7,"Source: Program data from KHANA and RHAC combined (The record of project implementation)"
Cameroon,2.7,"Source: Enquête IBBS rapport annuel 2015"
Canada,3.2,"Source: European MSM Internet Survey"
Central African Republic,0.8,"Source: Données du programme 2017"
Chile,0.8,"Source: Estudio de prevalencia de VIH en personas HSH. "
China,4.6,"Source: National AIDS Comprehensive Response"
Colombia,24.1,"Source: Behavioural Surveillance Survey, 2015-2016"
Costa Rica,14.2,"Source: Behavioural Surveillance Survey 2017"
Czech Republic,2.2,"Source: Testing services provided by NGO The Czech Help AIDS Society"
Côte d'Ivoire,0.3,"Source: ÉVALUATION A MI PARCOURS DU PROJET IMPACT-CI"
Democratic Republic of the Congo,0.6,"Source: Sentinel surveillance, 2019"
Dominican Republic,8.2,"Source: 3ra Encuesta de Vigilancia Serológica con Vinculación al VIH, Sifilis, Hepatitis B y C en Poblaciones Clave, 2018."
El Salvador,17.6,"Source: Sentinel surveillance 2018"
Gambia,4.8,"Source: Behavioral surveillance, 2018"
Georgia,9.7,"Source: BSS"
Germany,8.1,"Source: National online survey 2013-2014"
Guatemala,8.3,"Source: Ministerio de Salud Publica y Asistencia Social (MSPAS)"
Guinea,2.6,"Source: ESCOMB 2017"
Honduras,16.2,"Source: Base de datos VICIT WEB"
India,0.5,"Source: NACP programme data as under Targeted Interventions"
Indonesia,9.7,
Lao People's Democratic Republic,0,"Source:  IBBS 2009"
Lesotho,5.1,"Source: Examining Factors associated with HIV-related Risk Behaviors, HIV Prevalence, and Population Size Estimates of Two Key Populations--MSM and FSW--in Lesotho"
Madagascar,6.1,"Source: Etude de surveillance biologique et comportementale HSH, 2014"
Malawi,9.4,"Source: 2013 HIV Prevalence and Socio-behavioural Characteristics Among Men Who Have Sex with Men Across Seven Sites in Malawi"
Malaysia,6,"Source: STI friendly clinic (county wide) 2017"
Malta,3.9,"Source: Routine health information systems 2016"
Mauritius,14.2,"Source: IBBS 2015"
Mexico,13.6,"Source: SS/DGIS. SIS"
Mongolia,10.1,"Source: Unpublished preliminary result of HIV AND SYPHILIS SURVEILLANCE SURVEY REPORT, 2019"
Morocco,8.9,"Source: Étude bio-comportementale intégrée RDS (Échantillonnage conduit par les répondants), 2017"
Myanmar,19.4,"Source: Routine health information systems"
Nepal,1.9,"Source: Integrated Biological and Behavioural Surveillance (IBBS) Survey 2017"
Nicaragua,3.4,"Source: Routine health information systems, 2019"
Niger,9.5,"Source: Rapport DS/MSP 2018"
Panama,15.6,"Source: Sentinel surveillance, 2018"
Paraguay,10.2,"Source: Routine health information systems, 2019"
Peru,7.4,"Source: Hoja de Monitorización de Actividades de la Dirección de Prevención de VIH-SIDA, Enfermedades de Transmisión Sexual y Hepatitis"
Philippines,4.3,"Source: 2018 Integrated HIV Behavioral and Serologic Surveillance (IHBSS)"
Republic of Moldova,13.3,"Source: Behavioural Surveillance Survey 2017"
Rwanda,3.4,"Source: Behavioural Surveillance Survey, 2015"
Samoa,0,"Source: Routine health information systems, 2019"
Sao Tome and Principe,0,"Source: Behavioral surveillance, 2018"
Senegal,4.4,"Source: Behavioral surveillance, 2018"
Seychelles,0,"Source: Men who have sex with men in Seychelles Report, 2011"
Singapore,12.2,"Source: Sentinel surveillance 2018"
Sri Lanka,0.5,"Source: Sentinel surveillance, 2019"
Sudan,1.5,"Source: IBBS 2015"
Suriname,13.5,"Source: Routine health information system, 2018"
Tajikistan,6,"Source: Sentinel surveillance 2017"
Thailand,6,"Source: IBBS 2018 among MSM"
The former Yugoslav Republic of Macedonia,2.4,"Source: Behavioural Surveillance Survey 2017"
Trinidad and Tobago,16.1,"Source: Routine health information systems 2017"
Uganda,2.8,"Source: Crane study, 2017"
Ukraine,0.5,"Source: SYREX database program data (not representative of the whole population)"
Uruguay,21,"Source: Special study. Footnote: Both past and active syphilis"
Viet Nam,6.7,"Source: Sentinel surveillance, 2018"
Zimbabwe,4.8,"Source: BBS, 2019"
