States,2019,2019_lower, 2019_upper
Abim,<100 ,<100 , <100
Adjumani,<100 ,<100 , <100
Agago,<100 ,<100 , <100
Alebtong,<100 ,<100 , <100
Amolatar,<100 ,<100 , <100
Amudat,<100 ,<100 , <100
Amuria,<100 ,<100 , <100
Amuru,<100 ,<100 , <100
Apac,<100 ,<100 , <100
Arua,<100 ,<100 , <100
Budaka,<100 ,<100 , <100
Bududa,<100 ,<100 , <100
Bugiri,<100 ,<100 , <100
Bugweri,<100 ,<100 , <100
Buhweju,<100 ,<100 , <100
Buikwe,<100 ,<100 , <100
Bukedea,<100 ,<100 , <100
Bukomansimbi,<100 ,<100 , <100
Bukwo,<100 ,<100 , <100
Bulambuli,<100 ,<100 , <100
Buliisa,<100 ,<100 , <100
Bundibugyo,<100 ,<100 , <100
Bunyangabu,<100 ,<100 , <100
Bushenyi,<100 ,<100 , <100
Busia,<100 ,<100 , <100
Butaleja,<100 ,<100 , <100
Butambala,<100 ,<100 , <100
Butebo,<100 ,<100 , <100
Buvuma,<100 ,<100 , <100
Buyende,<100 ,<100 , <100
Dokolo,<100 ,<100 , <100
Gomba,<100 ,<100 , <100
Gulu,<100 ,<100 , <100
Hoima,<100 ,<100 , <100
Ibanda,<100 ,<100 , <100
Iganga,<100 ,<100 , <100
Isingiro,<100 ,<100 , <100
Jinja,<100 ,<100 , <100
Kaabong,<100 ,<100 , <100
Kabale,<100 ,<100 , <100
Kabarole,<100 ,<100 , <100
Kaberamaido,<100 ,<100 , <100
Kagadi,<100 ,<100 , <100
Kakumiro,<100 ,<100 , <100
Kalaki,<100 ,<100 , <100
Kalangala,<100 ,<100 , <100
Kaliro,<100 ,<100 , <100
Kalungu,<100 ,<100 , <100
Kampala,<100 ,<100 , <100
Kamuli,<100 ,<100 , <100
Kamwenge,<100 ,<100 , <100
Kanungu,<100 ,<100 , <100
Kapchorwa,<100 ,<100 , <100
Kapelebyong,<100 ,<100 , <100
Karenga,<100 ,<100 , <100
Kasese,<100 ,<100 , <100
Kassanda,<100 ,<100 , <100
Katakwi,<100 ,<100 , <100
Kayunga,<100 ,<100 , <100
Kazo,<100 ,<100 , <100
Kibaale,<100 ,<100 , <100
Kiboga,<100 ,<100 , <100
Kibuku,<100 ,<100 , <100
Kikuube,<100 ,<100 , <100
Kiruhura,<100 ,<100 , <100
Kiryandongo,<100 ,<100 , <100
Kisoro,<100 ,<100 , <100
Kitagwenda,<100 ,<100 , <100
Kitgum,<100 ,<100 , <100
Koboko,<100 ,<100 , <100
Kole,<100 ,<100 , <100
Kotido,<100 ,<100 , <100
Kumi,<100 ,<100 , <100
Kwania,<100 ,<100 , <100
Kween,<100 ,<100 , <100
Kyankwanzi,<100 ,<100 , <100
Kyegegwa,<100 ,<100 , <100
Kyenjojo,<100 ,<100 , <100
Kyotera,<100 ,<100 , <100
Lamwo,<100 ,<100 , <100
Lira,<100 ,<100 , <100
Luuka,<100 ,<100 , <100
Luwero,<100 ,<100 , <100
Lwengo,<100 ,<100 , <100
Lyantonde,<100 ,<100 , <100
Madi Okollo,<100 ,<100 , <100
Manafwa,<100 ,<100 , <100
Maracha,<100 ,<100 , <100
Masaka,<100 ,<100 , <100
Masindi,<100 ,<100 , <100
Mayuge,<100 ,<100 , <100
Mbale,<100 ,<100 , <100
Mbarara,<100 ,<100 , <100
Mitooma,<100 ,<100 , <100
Mityana,<100 ,<100 , <100
Moroto,<100 ,<100 , <100
Moyo,<100 ,<100 , <100
Mpigi,<100 ,<100 , <100
Mubende,<100 ,<100 , <100
Mukono,<100 ,<100 , <100
Nabilatuk,<100 ,<100 , <100
Nakapiripirit,<100 ,<100 , <100
Nakaseke,<100 ,<100 , <100
Nakasongola,<100 ,<100 , <100
Namayingo,<100 ,<100 , <100
Namisindwa,<100 ,<100 , <100
Namutumba,<100 ,<100 , <100
Napak,<100 ,<100 , <100
Nebbi,<100 ,<100 , <100
Ngora,<100 ,<100 , <100
Ntoroko,<100 ,<100 , <100
Ntungamo,<100 ,<100 , <100
Nwoya,<100 ,<100 , <100
Obongi,<100 ,<100 , <100
Omoro,<100 ,<100 , <100
Otuke,<100 ,<100 , <100
Oyam,<100 ,<100 , <100
Pader,<100 ,<100 , <100
Pakwach,<100 ,<100 , <100
Pallisa,<100 ,<100 , <100
Rakai,<100 ,<100 , <100
Rubanda,<100 ,<100 , <100
Rubirizi,<100 ,<100 , <100
Rukiga,<100 ,<100 , <100
Rukungiri,<100 ,<100 , <100
Rwampara,<100 ,<100 , <100
Serere,<100 ,<100 , <100
Sheema,<100 ,<100 , <100
Sironko,<100 ,<100 , <100
Soroti,<100 ,<100 , <100
Ssembabule,<100 ,<100 , <100
Tororo,<100 ,<100 , <100
Wakiso,<100 ,<100 , <100
Yumbe,<100 ,<100 , <100
Zombo,<100 ,<100 , <100
National,1200 ,<1000,4400
