States,2019,2019_lower, 2019_upper
Abim,<100 ,<100 , <100
Adjumani,<100 ,<100 , <200
Agago,<200 ,<200 , <500
Alebtong,<200 ,<200 , <500
Amolatar,<200 ,<200 , <200
Amudat,<100 ,<100 , <100
Amuria,<100 ,<100 , <200
Amuru,<200 ,<100 , <200
Apac,<200 ,<200 , <500
Arua,<500 ,<500 , <500
Budaka,<100 ,<100 , <200
Bududa,<100 ,<100 , <100
Bugiri,<200 ,<100 , <200
Bugweri,<100 ,<100 , <100
Buhweju,<100 ,<100 , <100
Buikwe,<500 ,<500 , <1000
Bukedea,<100 ,<100 , <100
Bukomansimbi,<200 ,<100 , <200
Bukwo,<100 ,<100 , <100
Bulambuli,<100 ,<100 , <200
Buliisa,<100 ,<100 , <100
Bundibugyo,<100 ,<100 , <200
Bunyangabu,<200 ,<200 , <200
Bushenyi,<200 ,<200 , <500
Busia,<500 ,<200 , <500
Butaleja,<100 ,<100 , <100
Butambala,<100 ,<100 , <200
Butebo,<100 ,<100 , <100
Buvuma,<100 ,<100 , <200
Buyende,<200 ,<100 , <200
Dokolo,<200 ,<200 , <500
Gomba,<200 ,<100 , <200
Gulu,<500 ,<500 , <1000
Hoima,<500 ,<500 , <500
Ibanda,<200 ,<200 , <500
Iganga,<200 ,<200 , <500
Isingiro,<500 ,<500 , <500
Jinja,<500 ,<500 , <500
Kaabong,<100 ,<100 , <100
Kabale,<200 ,<200 , <500
Kabarole,<500 ,<500 , <1000
Kaberamaido,<100 ,<100 , <100
Kagadi,<500 ,<200 , <500
Kakumiro,<200 ,<200 , <500
Kalaki,<100 ,<100 , <100
Kalangala,<100 ,<100 , <200
Kaliro,<100 ,<100 , <200
Kalungu,<200 ,<200 , <500
Kampala,1900 ,1700 , 2200
Kamuli,<500 ,<200 , <500
Kamwenge,<200 ,<100 , <200
Kanungu,<500 ,<200 , <500
Kapchorwa,<100 ,<100 , <100
Kapelebyong,<100 ,<100 , <100
Karenga,<100 ,<100 , <100
Kasese,<500 ,<200 , <500
Kassanda,<200 ,<200 , <500
Katakwi,<200 ,<100 , <200
Kayunga,<500 ,<500 , <500
Kazo,<200 ,<100 , <200
Kibaale,<100 ,<100 , <200
Kiboga,<200 ,<100 , <200
Kibuku,<100 ,<100 , <100
Kikuube,<200 ,<200 , <500
Kiruhura,<200 ,<100 , <200
Kiryandongo,<200 ,<200 , <500
Kisoro,<100 ,<100 , <200
Kitagwenda,<200 ,<100 , <200
Kitgum,<200 ,<200 , <500
Koboko,<100 ,<100 , <100
Kole,<500 ,<200 , <500
Kotido,<100 ,<100 , <100
Kumi,<100 ,<100 , <200
Kwania,<200 ,<200 , <500
Kween,<100 ,<100 , <100
Kyankwanzi,<200 ,<200 , <500
Kyegegwa,<500 ,<200 , <500
Kyenjojo,<500 ,<500 , <500
Kyotera,<500 ,<500 , <500
Lamwo,<200 ,<100 , <200
Lira,<500 ,<500 , <1000
Luuka,<100 ,<100 , <200
Luwero,<500 ,<500 , <1000
Lwengo,<500 ,<200 , <500
Lyantonde,<200 ,<100 , <200
Madi Okollo,<100 ,<100 , <100
Manafwa,<100 ,<100 , <100
Maracha,<100 ,<100 , <100
Masaka,<500 ,<500 , <500
Masindi,<500 ,<200 , <500
Mayuge,<500 ,<500 , <500
Mbale,<500 ,<500 , <500
Mbarara,<1000 ,<1000 , <1000
Mitooma,<200 ,<100 , <200
Mityana,<500 ,<200 , <500
Moroto,<100 ,<100 , <100
Moyo,<100 ,<100 , <100
Mpigi,<500 ,<500 , <500
Mubende,<500 ,<500 , <1000
Mukono,<1000 ,<500 , <1000
Nabilatuk,<100 ,<100 , <100
Nakapiripirit,<100 ,<100 , <100
Nakaseke,<200 ,<200 , <500
Nakasongola,<200 ,<100 , <200
Namayingo,<200 ,<200 , <500
Namisindwa,<100 ,<100 , <100
Namutumba,<100 ,<100 , <100
Napak,<100 ,<100 , <100
Nebbi,<200 ,<100 , <200
Ngora,<100 ,<100 , <100
Ntoroko,<100 ,<100 , <100
Ntungamo,<500 ,<500 , <500
Nwoya,<200 ,<100 , <200
Obongi,<100 ,<100 , <100
Omoro,<200 ,<200 , <500
Otuke,<100 ,<100 , <200
Oyam,<500 ,<500 , <500
Pader,<200 ,<200 , <500
Pakwach,<100 ,<100 , <200
Pallisa,<100 ,<100 , <100
Rakai,<200 ,<200 , <500
Rubanda,<100 ,<100 , <100
Rubirizi,<200 ,<100 , <200
Rukiga,<100 ,<100 , <100
Rukungiri,<500 ,<200 , <500
Rwampara,<100 ,<100 , <200
Serere,<100 ,<100 , <200
Sheema,<200 ,<200 , <500
Sironko,<100 ,<100 , <200
Soroti,<200 ,<200 , <500
Ssembabule,<200 ,<200 , <500
Tororo,<500 ,<500 , <500
Wakiso,2900 ,2500 , 3300
Yumbe,<100 ,<100 , <200
Zombo,<200 ,<100 , <200
National,31 000 ,24 000,40 000
