States,2019,2019_lower, 2019_upper
Abim,0.38 ,0.27 , <0.01
Adjumani,0.45 ,0.29 , <0.01
Agago,0.88 ,0.60 , <0.01
Alebtong,0.92 ,0.69 , <0.01
Amolatar,1.01 ,0.77 , <0.01
Amudat,0.12 ,0.08 , <0.01
Amuria,0.56 ,0.41 , <0.01
Amuru,0.69 ,0.46 , <0.01
Apac,1.04 ,0.78 , <0.01
Arua,0.42 ,0.32 , <0.01
Budaka,0.39 ,0.27 , <0.01
Bududa,0.27 ,0.20 , <0.01
Bugiri,0.31 ,0.21 , <0.01
Bugweri,0.35 ,0.24 , <0.01
Buhweju,0.57 ,0.39 , <0.01
Buikwe,1.12 ,0.83 , <0.01
Bukedea,0.32 ,0.25 , <0.01
Bukomansimbi,0.89 ,0.66 , <0.01
Bukwo,0.28 ,0.18 , <0.01
Bulambuli,0.39 ,0.26 , <0.01
Buliisa,0.50 ,0.32 , <0.01
Bundibugyo,0.36 ,0.23 , <0.01
Bunyangabu,0.96 ,0.71 , <0.01
Bushenyi,0.83 ,0.59 , <0.01
Busia,0.79 ,0.58 , <0.01
Butaleja,0.29 ,0.18 , <0.01
Butambala,1.13 ,0.73 , <0.01
Butebo,0.25 ,0.15 , <0.01
Buvuma,0.93 ,0.67 , <0.01
Buyende,0.33 ,0.21 , <0.01
Dokolo,1.08 ,0.79 , <0.01
Gomba,0.89 ,0.64 , <0.01
Gulu,1.86 ,1.41 , <0.01
Hoima,1.01 ,0.77 , <0.01
Ibanda,0.88 ,0.58 , <0.01
Iganga,0.47 ,0.31 , <0.01
Isingiro,0.66 ,0.47 , <0.01
Jinja,0.76 ,0.56 , <0.01
Kaabong,0.22 ,0.14 , <0.01
Kabale,0.75 ,0.61 , <0.01
Kabarole,1.69 ,1.32 , <0.01
Kaberamaido,0.60 ,0.45 , <0.01
Kagadi,0.77 ,0.55 , <0.01
Kakumiro,0.50 ,0.31 , <0.01
Kalaki,0.40 ,0.26 , <0.01
Kalangala,2.18 ,1.69 , <0.01
Kaliro,0.38 ,0.26 , <0.01
Kalungu,1.30 ,0.93 , <0.01
Kampala,1.10 ,0.95 , <0.01
Kamuli,0.56 ,0.38 , <0.01
Kamwenge,0.54 ,0.35 , <0.01
Kanungu,0.96 ,0.75 , <0.01
Kapchorwa,0.36 ,0.24 , <0.01
Kapelebyong,0.47 ,0.31 , <0.01
Karenga,0.09 ,0.06 , <0.01
Kasese,0.38 ,0.26 , <0.01
Kassanda,0.85 ,0.63 , <0.01
Katakwi,0.76 ,0.59 , <0.01
Kayunga,1.05 ,0.75 , <0.01
Kazo,0.66 ,0.48 , <0.01
Kibaale,0.63 ,0.46 , <0.01
Kiboga,0.96 ,0.64 , <0.01
Kibuku,0.27 ,0.19 , <0.01
Kikuube,0.60 ,0.40 , <0.01
Kiruhura,0.91 ,0.64 , <0.01
Kiryandongo,0.67 ,0.43 , <0.01
Kisoro,0.32 ,0.23 , <0.01
Kitagwenda,0.76 ,0.55 , <0.01
Kitgum,0.84 ,0.58 , <0.01
Koboko,0.34 ,0.26 , <0.01
Kole,0.90 ,0.64 , <0.01
Kotido,0.17 ,0.11 , <0.01
Kumi,0.40 ,0.28 , <0.01
Kwania,1.02 ,0.73 , <0.01
Kween,0.28 ,0.18 , <0.01
Kyankwanzi,0.74 ,0.52 , <0.01
Kyegegwa,0.67 ,0.47 , <0.01
Kyenjojo,0.98 ,0.77 , <0.01
Kyotera,1.41 ,1.06 , <0.01
Lamwo,0.94 ,0.64 , <0.01
Lira,1.10 ,0.78 , <0.01
Luuka,0.47 ,0.32 , <0.01
Luwero,1.13 ,0.89 , <0.01
Lwengo,1.18 ,0.88 , <0.01
Lyantonde,1.38 ,0.93 , <0.01
Madi Okollo,0.40 ,0.27 , <0.01
Manafwa,0.41 ,0.28 , <0.01
Maracha,0.20 ,0.12 , <0.01
Masaka,1.43 ,1.10 , <0.01
Masindi,0.87 ,0.58 , <0.01
Mayuge,0.67 ,0.49 , <0.01
Mbale,0.62 ,0.48 , <0.01
Mbarara,1.91 ,1.52 , <0.01
Mitooma,0.74 ,0.56 , <0.01
Mityana,0.96 ,0.66 , <0.01
Moroto,0.26 ,0.20 , <0.01
Moyo,0.38 ,0.26 , <0.01
Mpigi,1.30 ,1.02 , <0.01
Mubende,0.95 ,0.69 , <0.01
Mukono,1.01 ,0.79 , <0.01
Nabilatuk,0.04 ,0.02 , <0.01
Nakapiripirit,0.20 ,0.15 , <0.01
Nakaseke,1.03 ,0.75 , <0.01
Nakasongola,0.88 ,0.61 , <0.01
Namayingo,1.06 ,0.77 , <0.01
Namisindwa,0.30 ,0.21 , <0.01
Namutumba,0.30 ,0.22 , <0.01
Napak,0.18 ,0.12 , <0.01
Nebbi,0.52 ,0.35 , <0.01
Ngora,0.37 ,0.24 , <0.01
Ntoroko,0.71 ,0.48 , <0.01
Ntungamo,0.76 ,0.57 , <0.01
Nwoya,0.64 ,0.47 , <0.01
Obongi,0.31 ,0.18 , <0.01
Omoro,1.04 ,0.72 , <0.01
Otuke,0.73 ,0.49 , <0.01
Oyam,1.03 ,0.76 , <0.01
Pader,1.13 ,0.76 , <0.01
Pakwach,0.62 ,0.45 , <0.01
Pallisa,0.27 ,0.19 , <0.01
Rakai,0.74 ,0.54 , <0.01
Rubanda,0.28 ,0.17 , <0.01
